Time, C12_R_ch1, C12_R_ch2, P12_W_ch1, P12_W_ch2
10071.8106, 75, 52, 75, 52
10072.8667, 75, 52, 75, 52
10072.9192, 41, 52, 75, 52
10072.9740, 41, 52, 41, 52
10073.0132, 41, 52, 41, 52
10073.1210, 41, 52, 41, 44
10073.1498, 41, 44, 41, 44
10073.7060, 41, 44, 41, 44
10073.9203, 41, 44, 56, 44
10074.0251, 56, 44, 56, 44
10074.1100, 56, 44, 56, 44
10074.1392, 56, 3, 56, 44
10074.1782, 56, 3, 56, 3
10074.5982, 56, 3, 56, 3
10074.6205, 56, 3, 48, 3
10074.6238, 48, 3, 48, 3
10074.6907, 48, 3, 48, 3
10074.7450, 48, 3, 48, 18
10074.7657, 48, 18, 48, 18
10075.0650, 48, 18, 48, 18
10075.1502, 48, 18, 12, 18
10075.1922, 12, 18, 12, 18
10075.3166, 12, 18, 12, 18
10075.3544, 12, 6, 12, 18
10075.4270, 12, 6, 12, 6
10075.6562, 12, 6, 12, 6
10075.8085, 12, 6, 50, 6
10075.8473, 50, 6, 50, 6
10075.9198, 50, 6, 50, 6
10075.9616, 50, 6, 50, 68
10075.9881, 50, 68, 50, 68
10076.3019, 50, 68, 50, 68
10076.3852, 50, 68, 84, 68
10076.4337, 84, 68, 84, 68
10076.5053, 84, 68, 84, 68
10076.5432, 84, 98, 84, 68
10076.5734, 84, 98, 84, 98
10076.8451, 84, 98, 84, 98
10076.9153, 84, 98, 12, 98
10076.9489, 12, 98, 12, 98
10077.0180, 12, 98, 12, 98
10077.0462, 12, 94, 12, 98
10077.0836, 12, 94, 12, 94
10077.2898, 12, 94, 12, 94
10077.3091, 12, 94, 63, 94
10077.3166, 63, 94, 63, 94
10077.3810, 63, 94, 63, 94
10077.4253, 63, 94, 63, 85
10077.4545, 63, 85, 63, 85
10077.7897, 63, 85, 63, 85
10077.9785, 63, 85, 31, 85
10078.0071, 31, 85, 31, 85
10078.0738, 31, 85, 31, 85
10078.1035, 31, 25, 31, 85
10078.1560, 31, 25, 31, 25
10078.4018, 31, 25, 31, 25
10078.4593, 31, 25, 60, 25
10078.4997, 60, 25, 60, 25
10078.5616, 60, 25, 60, 25
10078.5876, 60, 52, 60, 25
10078.6250, 60, 52, 60, 52
10078.9029, 60, 52, 60, 52
10079.0171, 60, 52, 48, 52
10079.0382, 48, 52, 48, 52
10079.0954, 48, 52, 48, 52
10079.1238, 48, 93, 48, 52
10079.1553, 48, 93, 48, 93
10079.3795, 48, 93, 48, 93
10079.4851, 48, 93, 10, 93
10079.5034, 10, 93, 10, 93
10079.5641, 10, 93, 10, 93
10079.5875, 10, 1, 10, 93
10079.6400, 10, 1, 10, 1
10079.9090, 10, 1, 10, 1
10079.9627, 10, 1, 7, 1
10079.9759, 7, 1, 7, 1
10080.0350, 7, 1, 7, 1
10080.0801, 7, 1, 7, 1
10080.1030, 7, 1, 7, 1
10080.4884, 7, 1, 7, 1
10080.5344, 7, 1, 76, 1
10080.5704, 76, 1, 76, 1
10080.6354, 76, 1, 76, 1
10080.6594, 76, 13, 76, 1
10080.7297, 76, 13, 76, 13
10080.9591, 76, 13, 76, 13
10081.0492, 76, 13, 92, 13
10081.0877, 92, 13, 92, 13
10081.1702, 92, 13, 92, 13
10081.2073, 92, 15, 92, 13
10081.2493, 92, 15, 92, 15
10081.5016, 92, 15, 92, 15
10081.6373, 92, 15, 76, 15
10081.6923, 76, 15, 76, 15
10081.8513, 76, 15, 76, 15
10081.9330, 76, 15, 76, 99
10081.9836, 76, 99, 76, 99
10082.2830, 76, 99, 76, 99
10082.4601, 76, 99, 35, 99
10082.5216, 35, 99, 35, 99
10082.5959, 35, 99, 35, 99
10082.6269, 35, 63, 35, 99
10082.6686, 35, 63, 35, 63
10082.8985, 35, 63, 35, 63
10083.0079, 35, 63, 26, 63
10083.0943, 26, 63, 26, 63
10083.1515, 26, 63, 26, 63
10083.1815, 26, 26, 26, 63
10083.2178, 26, 26, 26, 26
10083.5344, 26, 26, 26, 26
10083.6771, 26, 26, 26, 26
10083.7334, 26, 26, 26, 26
10083.7986, 26, 26, 26, 26
10083.8366, 26, 57, 26, 26
10083.8568, 26, 57, 26, 57
10084.0975, 26, 57, 26, 57
10084.2559, 26, 57, 19, 57
10084.2746, 19, 57, 19, 57
10084.3536, 19, 57, 19, 57
10084.4286, 19, 70, 19, 57
10084.4604, 19, 70, 19, 70
10084.7585, 19, 70, 19, 70
10084.8338, 19, 70, 65, 70
10084.8363, 65, 70, 65, 70
10084.9123, 65, 70, 65, 70
10084.9543, 65, 70, 65, 18
10084.9767, 65, 18, 65, 18
10085.2166, 65, 18, 65, 18
10085.3295, 65, 18, 7, 18
10085.3447, 7, 18, 7, 18
10085.4116, 7, 18, 7, 18
10085.4457, 7, 18, 7, 81
10085.4695, 7, 81, 7, 81
10085.7050, 7, 81, 7, 81
10085.7664, 7, 81, 52, 81
10085.7882, 52, 81, 52, 81
10085.9055, 52, 81, 52, 81
10085.9231, 52, 81, 52, 40
10085.9275, 52, 40, 52, 40
10086.1314, 52, 40, 52, 40
10086.2662, 52, 40, 67, 40
10086.2863, 67, 40, 67, 40
10088.2857, 67, 40, 67, 40
10088.3094, 67, 17, 67, 40
10088.3799, 67, 17, 67, 17
10088.5662, 67, 17, 67, 17
10088.6651, 67, 17, 40, 17
10088.7192, 40, 17, 40, 17
10088.7867, 40, 17, 40, 17
10088.8106, 40, 9, 40, 17
10088.8436, 40, 9, 40, 9
10089.0484, 40, 9, 40, 9
10089.1537, 40, 9, 33, 9
10089.1933, 33, 9, 33, 9
10089.2523, 33, 9, 33, 9
10089.2757, 33, 37, 33, 9
10089.3058, 33, 37, 33, 37
10089.5544, 33, 37, 33, 37
10089.6111, 33, 37, 24, 37
10089.6420, 24, 37, 24, 37
10089.6647, 24, 37, 24, 37
10089.6647, 24, 25, 24, 37
10089.8817, 24, 25, 24, 25
10091.3619, 24, 25, 24, 25
10091.3932, 61, 25, 24, 25
10091.4360, 61, 25, 61, 25
10091.4619, 61, 25, 61, 25
10091.5221, 61, 25, 61, 3
10091.5453, 61, 3, 61, 3
10091.8608, 61, 3, 61, 3
10091.9263, 61, 3, 36, 3
10091.9667, 36, 3, 36, 3
10092.0592, 36, 3, 36, 3
10092.0840, 36, 29, 36, 3
10092.1368, 36, 29, 36, 29
10092.3422, 36, 29, 36, 29
10092.4450, 36, 29, 35, 29
10092.4831, 35, 29, 35, 29
10092.5459, 35, 29, 35, 29
10092.5693, 35, 49, 35, 29
10092.6223, 35, 49, 35, 49
10092.8353, 35, 49, 35, 49
10092.9372, 35, 49, 87, 49
10092.9799, 87, 49, 87, 49
10093.0432, 87, 49, 87, 49
10093.0651, 87, 66, 87, 49
10093.1564, 87, 66, 87, 66
10093.3086, 87, 66, 87, 66
10093.3867, 87, 66, 35, 66
10093.4269, 35, 66, 35, 66
10093.4993, 35, 66, 35, 66
10093.5246, 35, 74, 35, 66
10093.5650, 35, 74, 35, 74
10093.7893, 35, 74, 35, 74
10093.9460, 35, 74, 33, 74
10093.9824, 33, 74, 33, 74
10094.0482, 33, 74, 33, 74
10094.0572, 33, 26, 33, 74
10094.0691, 33, 26, 33, 26
10094.5188, 33, 26, 33, 26
10094.7164, 33, 26, 83, 26
10094.7914, 83, 26, 83, 26
10094.8949, 83, 26, 83, 26
10094.9320, 83, 46, 83, 26
10094.9778, 83, 46, 83, 46
10095.2194, 83, 46, 83, 46
10095.2919, 83, 46, 99, 46
10095.3182, 99, 46, 99, 46
10095.5531, 99, 46, 99, 46
10095.5867, 99, 86, 99, 46
10095.6453, 99, 86, 99, 86
10095.9251, 99, 86, 99, 86
10095.9946, 99, 86, 77, 86
10096.0310, 77, 86, 77, 86
10096.1121, 77, 86, 77, 86
10096.1444, 77, 72, 77, 86
10096.1948, 77, 72, 77, 72
10096.4688, 77, 72, 77, 72
10096.6339, 77, 72, 59, 72
10096.6699, 59, 72, 59, 72
10096.7496, 59, 72, 59, 72
10096.8547, 59, 48, 59, 72
10096.8656, 59, 48, 59, 48
10097.3295, 59, 48, 59, 48
10097.4431, 3, 48, 59, 48
10097.6727, 3, 48, 59, 48
10097.7303, 3, 48, 3, 48
10098.6946, 3, 48, 3, 10
10098.7259, 3, 10, 3, 10
10099.1882, 3, 10, 3, 10
10099.8132, 3, 10, 22, 10
10099.8668, 22, 10, 22, 10
10099.9782, 22, 10, 22, 10
10100.0073, 22, 98, 22, 10
10100.0444, 22, 98, 22, 98
10100.3571, 22, 98, 22, 98
10100.4632, 22, 98, 3, 98
10100.5046, 3, 98, 3, 98
10100.5774, 3, 98, 3, 98
10100.6018, 3, 33, 3, 98
10100.6162, 3, 33, 3, 33
10100.9853, 3, 33, 3, 33
10101.0386, 3, 33, 53, 33
10101.0746, 53, 33, 53, 33
10101.1530, 53, 33, 53, 33
10101.1811, 53, 72, 53, 33
10101.2146, 53, 72, 53, 72
10101.4827, 53, 72, 53, 72
10101.5635, 53, 72, 22, 72
10101.6557, 22, 72, 22, 72
10101.7437, 22, 72, 22, 72
10101.7711, 22, 60, 22, 72
10101.8732, 22, 60, 22, 60
10102.4879, 22, 60, 22, 60
10102.6089, 22, 60, 24, 60
10102.6491, 24, 60, 24, 60
10102.7174, 24, 60, 24, 60
10102.7404, 24, 93, 24, 60
10102.7713, 24, 93, 24, 93
10102.9916, 24, 93, 24, 93
10103.1006, 24, 93, 67, 93
10103.1577, 67, 93, 67, 93
10103.2394, 67, 93, 67, 93
10103.2639, 67, 28, 67, 93
10103.2947, 67, 28, 67, 28
10103.4865, 67, 28, 67, 28
10103.6224, 67, 28, 26, 28
10103.6552, 26, 28, 26, 28
10103.7346, 26, 28, 26, 28
10103.7575, 26, 27, 26, 28
10103.7860, 26, 27, 26, 27
10104.0081, 26, 27, 26, 27
10104.1692, 26, 27, 99, 27
10104.2032, 99, 27, 99, 27
10104.2725, 99, 27, 99, 27
10104.2962, 99, 57, 99, 27
10104.3274, 99, 57, 99, 57
10104.5731, 99, 57, 99, 57
10104.6620, 99, 57, 10, 57
10104.7082, 10, 57, 10, 57
10104.7956, 10, 57, 10, 57
10104.8204, 10, 16, 10, 57
10104.8509, 10, 16, 10, 16
10105.0758, 10, 16, 10, 16
10105.1029, 10, 16, 97, 16
10105.1143, 97, 16, 97, 16
10105.1807, 97, 16, 97, 16
10105.2034, 97, 19, 97, 16
10105.2346, 97, 19, 97, 19
10105.4624, 97, 19, 97, 19
10105.5217, 97, 19, 88, 19
10105.5559, 88, 19, 88, 19
10105.6140, 88, 19, 88, 19
10105.6363, 88, 94, 88, 19
10105.6688, 88, 94, 88, 94
10105.9660, 88, 94, 88, 94
10106.0313, 88, 94, 61, 94
10106.0520, 61, 94, 61, 94
10106.1229, 61, 94, 61, 94
10106.1468, 61, 49, 61, 94
10106.1715, 61, 49, 61, 49
10106.3667, 61, 49, 61, 49
10106.4181, 61, 49, 82, 49
10106.4309, 82, 49, 82, 49
10106.4940, 82, 49, 82, 49
10106.5222, 82, 2, 82, 49
10106.5449, 82, 2, 82, 2
10106.7958, 82, 2, 82, 2
10106.8408, 82, 2, 22, 2
10106.8519, 22, 2, 22, 2
10106.9050, 22, 2, 22, 2
10106.9357, 22, 2, 22, 77
10106.9585, 22, 77, 22, 77
10107.2058, 22, 77, 22, 77
10107.2501, 22, 77, 36, 77
10107.2875, 36, 77, 36, 77
10107.3546, 36, 77, 36, 77
10107.3781, 36, 1, 36, 77
10107.3984, 36, 1, 36, 1
10107.6053, 36, 1, 36, 1
10107.7119, 36, 1, 29, 1
10107.7358, 29, 1, 29, 1
10107.8088, 29, 1, 29, 1
10107.8348, 29, 68, 29, 1
10107.8848, 29, 68, 29, 68
10108.0889, 29, 68, 29, 68
10108.1476, 29, 68, 67, 68
10108.1598, 67, 68, 67, 68
10108.2174, 67, 68, 67, 68
10108.2694, 67, 68, 67, 47
10108.2919, 67, 47, 67, 47
10108.5507, 67, 47, 67, 47
10108.6490, 67, 47, 44, 47
10108.6799, 44, 47, 44, 47
10108.7336, 44, 47, 44, 47
10108.7794, 44, 47, 44, 46
10108.8025, 44, 46, 44, 46
10109.0664, 44, 46, 44, 46
10109.1477, 44, 46, 93, 46
10109.1641, 93, 46, 93, 46
10109.2258, 93, 46, 93, 46
10109.2709, 93, 46, 93, 56
10109.2985, 93, 56, 93, 56
10109.6883, 93, 56, 93, 56
10109.8592, 93, 56, 43, 56
10109.8788, 43, 56, 43, 56
10109.9026, 43, 56, 43, 56
10109.9434, 43, 56, 43, 54
10109.9661, 43, 54, 43, 54
10110.2021, 43, 54, 43, 54
10110.3054, 43, 54, 2, 54
10110.3206, 2, 54, 2, 54
10110.4893, 2, 54, 2, 54
10110.5117, 2, 94, 2, 54
10110.5431, 2, 94, 2, 94
10110.7621, 2, 94, 2, 94
10110.8243, 2, 94, 12, 94
10110.8931, 12, 94, 12, 94
10110.9559, 12, 94, 12, 94
10110.9817, 12, 55, 12, 94
10111.0147, 12, 55, 12, 55
10111.2109, 12, 55, 12, 55
10111.3096, 12, 55, 7, 55
10111.3665, 7, 55, 7, 55
10111.4371, 7, 55, 7, 55
10111.4607, 7, 38, 7, 55
10111.4923, 7, 38, 7, 38
10111.6808, 7, 38, 7, 38
10111.7426, 7, 38, 26, 38
10111.7935, 26, 38, 26, 38
10111.8033, 26, 38, 26, 38
10111.9765, 26, 12, 26, 38
10112.0080, 26, 12, 26, 12
10112.2786, 26, 12, 26, 12
10112.3245, 26, 12, 54, 12
10112.3679, 54, 12, 54, 12
10112.4326, 54, 12, 54, 12
10112.4601, 54, 49, 54, 12
10112.4832, 54, 49, 54, 49
10112.7143, 54, 49, 54, 49
10112.8124, 54, 49, 78, 49
10112.8454, 78, 49, 78, 49
10112.9515, 78, 49, 78, 49
10112.9758, 78, 30, 78, 49
10113.0199, 78, 30, 78, 30
10113.1925, 78, 30, 78, 30
10113.3030, 78, 30, 31, 30
10113.3341, 31, 30, 31, 30
10113.3971, 31, 30, 31, 30
10113.4224, 31, 97, 31, 30
10113.4790, 31, 97, 31, 97
10113.6186, 31, 97, 31, 97
10113.8860, 31, 97, 64, 97
10113.9083, 64, 97, 64, 97
10114.0294, 64, 97, 64, 97
10114.0583, 64, 42, 64, 97
10114.1041, 64, 42, 64, 42
10114.5141, 64, 42, 64, 42
10114.5746, 64, 42, 53, 42
10114.6405, 53, 42, 53, 42
10114.7108, 53, 42, 53, 42
10114.7674, 53, 42, 53, 35
10114.7465, 53, 35, 53, 35
10115.1861, 53, 35, 53, 35
10115.2479, 53, 35, 63, 35
10115.3060, 63, 35, 63, 35
10115.3720, 63, 35, 63, 35
10115.4000, 63, 30, 63, 35
10115.4554, 63, 30, 63, 30
10115.7560, 63, 30, 63, 30
10115.7762, 63, 30, 92, 30
10115.7823, 92, 30, 92, 30
10115.8610, 92, 30, 92, 30
10115.9642, 92, 30, 92, 33
10115.9913, 92, 33, 92, 33
10116.3177, 92, 33, 92, 33
10116.4625, 92, 33, 67, 33
10116.4923, 67, 33, 67, 33
10116.5606, 67, 33, 67, 33
10116.5719, 67, 97, 67, 33
10116.6092, 67, 97, 67, 97
10118.3965, 67, 97, 67, 97
10118.4879, 67, 97, 91, 97
10118.5106, 91, 97, 91, 97
10118.5811, 91, 97, 91, 97
10118.5958, 91, 56, 91, 97
10118.6102, 91, 56, 91, 56
10118.8534, 91, 56, 91, 56
10119.1823, 91, 56, 69, 56
10120.5746, 69, 56, 69, 56
10120.6509, 69, 56, 69, 56
10120.6766, 69, 82, 69, 56
10120.7082, 69, 82, 69, 82
10120.9546, 69, 82, 69, 82
10121.0877, 69, 82, 25, 82
10121.1287, 25, 82, 25, 82
10121.2148, 25, 82, 25, 82
10121.2390, 25, 88, 25, 82
10121.3056, 25, 88, 25, 88
10121.4947, 25, 88, 25, 88
10121.5516, 25, 88, 82, 88
10121.5893, 82, 88, 82, 88
10121.6608, 82, 88, 82, 88
10121.6836, 82, 67, 82, 88
10121.7459, 82, 67, 82, 67
10122.0454, 82, 67, 82, 67
10122.0883, 82, 67, 59, 67
10122.1272, 59, 67, 59, 67
10122.2114, 59, 67, 59, 67
10122.2750, 59, 50, 59, 67
10122.3527, 59, 50, 59, 50
10122.5637, 59, 50, 59, 50
10122.6256, 59, 50, 84, 50
10122.8803, 84, 50, 84, 50
10122.9125, 84, 50, 84, 50
10123.1103, 84, 50, 84, 14
10123.1394, 84, 14, 84, 14
10123.3542, 84, 14, 84, 14
10123.4588, 84, 14, 7, 14
10123.4896, 7, 14, 7, 14
10123.5647, 7, 14, 7, 14
10123.5924, 7, 20, 7, 14
10123.6794, 7, 20, 7, 20
10124.0228, 7, 20, 7, 20
10124.1921, 7, 20, 86, 20
10124.3439, 86, 20, 86, 20
10124.3942, 86, 20, 86, 20
10124.4300, 86, 83, 86, 20
10124.4753, 86, 83, 86, 83
10124.7193, 86, 83, 86, 83
10124.9247, 86, 83, 24, 83
10124.9677, 24, 83, 24, 83
10125.0397, 24, 83, 24, 83
10125.0746, 24, 83, 24, 75
10125.0982, 24, 75, 24, 75
10125.3449, 24, 75, 24, 75
10125.4354, 24, 75, 56, 75
10125.4716, 56, 75, 56, 75
10125.5457, 56, 75, 56, 75
10125.5781, 56, 94, 56, 75
10125.6439, 56, 94, 56, 94
10125.8896, 56, 94, 56, 94
10126.0240, 56, 94, 43, 94
10126.0624, 43, 94, 43, 94
10126.1366, 43, 94, 43, 94
10126.1686, 43, 37, 43, 94
10126.2319, 43, 37, 43, 37
10126.4270, 43, 37, 43, 37
10126.6402, 43, 37, 69, 37
10126.6773, 69, 37, 69, 37
10126.7648, 69, 37, 69, 37
10126.8220, 69, 6, 69, 37
10126.8468, 69, 6, 69, 6
10127.2983, 69, 6, 69, 6
10127.4411, 69, 6, 11, 6
10127.4915, 11, 6, 11, 6
10127.5737, 11, 6, 11, 6
10127.5995, 11, 83, 11, 6
10127.6405, 11, 83, 11, 83
10127.9176, 11, 83, 11, 83
10128.0034, 11, 83, 2, 83
10128.0357, 2, 83, 2, 83
10128.0998, 2, 83, 2, 83
10128.1274, 2, 65, 2, 83
10128.1650, 2, 65, 2, 65
10128.5050, 2, 65, 2, 65
10128.6539, 2, 65, 71, 65
10128.7037, 71, 65, 71, 65
10128.7884, 71, 65, 71, 65
10128.8111, 71, 25, 71, 65
10128.8304, 71, 25, 71, 25
10129.1957, 71, 25, 71, 25
10129.2310, 41, 25, 71, 25
10129.2650, 41, 25, 41, 25
10129.3095, 41, 25, 41, 25
10129.3652, 41, 25, 41, 61
10129.4004, 41, 61, 41, 61
10129.7075, 41, 61, 41, 61
10129.8844, 41, 61, 2, 61
10130.1914, 2, 61, 2, 61
10130.2543, 2, 61, 2, 61
10130.2799, 2, 68, 2, 61
10130.3410, 2, 68, 2, 68
10130.5594, 2, 68, 2, 68
10130.6346, 2, 68, 50, 68
10130.6645, 50, 68, 50, 68
10130.7252, 50, 68, 50, 68
10130.7492, 50, 6, 50, 68
10130.7952, 50, 6, 50, 6
10131.1596, 50, 6, 50, 6
10131.3130, 50, 6, 80, 6
10131.3525, 80, 6, 80, 6
10131.4407, 80, 6, 80, 6
10131.4708, 80, 30, 80, 6
10131.5091, 80, 30, 80, 30
10131.7846, 80, 30, 80, 30
10131.8613, 80, 30, 44, 30
10131.9298, 44, 30, 44, 30
10132.0040, 44, 30, 44, 30
10132.0293, 44, 38, 44, 30
10132.0573, 44, 38, 44, 38
10132.3012, 44, 38, 44, 38
10132.3610, 44, 38, 56, 38
10132.3959, 56, 38, 56, 38
10132.4633, 56, 38, 56, 38
10132.4873, 56, 82, 56, 38
10132.5153, 56, 82, 56, 82
10132.7050, 56, 82, 56, 82
10132.8155, 56, 82, 77, 82
10132.8502, 77, 82, 77, 82
10132.9136, 77, 82, 77, 82
10132.9366, 77, 3, 77, 82
10132.9729, 77, 3, 77, 3
10133.1880, 77, 3, 77, 3
10133.2489, 77, 3, 28, 3
10133.2831, 28, 3, 28, 3
10133.3434, 28, 3, 28, 3
10133.3660, 28, 14, 28, 3
10133.4078, 28, 14, 28, 14
10133.6676, 28, 14, 28, 14
10133.8787, 28, 14, 71, 14
10133.8840, 71, 14, 71, 14
10133.9465, 71, 14, 71, 14
10133.9787, 71, 14, 71, 16
10133.9977, 71, 16, 71, 16
10134.2297, 71, 16, 71, 16
10134.3651, 71, 16, 82, 16
10134.3989, 82, 16, 82, 16
10134.4806, 82, 16, 82, 16
10134.5043, 82, 39, 82, 16
10134.5352, 82, 39, 82, 39
10134.7659, 82, 39, 82, 39
10134.8467, 82, 39, 43, 39
10134.8804, 43, 39, 43, 39
10134.9450, 43, 39, 43, 39
10135.0090, 43, 80, 43, 39
10135.0412, 43, 80, 43, 80
10135.3515, 43, 80, 43, 80
10135.5005, 43, 80, 70, 80
10135.5574, 70, 80, 70, 80
10135.6420, 70, 80, 70, 80
10135.6666, 70, 82, 70, 80
10135.7016, 70, 82, 70, 82
10135.9006, 70, 82, 70, 82
10136.0102, 70, 82, 70, 82
10136.0855, 70, 82, 70, 82
10136.1505, 70, 82, 70, 82
10136.1748, 70, 84, 70, 82
10136.2108, 70, 84, 70, 84
10136.4524, 70, 84, 70, 84
10136.5673, 70, 84, 52, 84
10136.6146, 52, 84, 52, 84
10136.6807, 52, 84, 52, 84
10136.7043, 52, 65, 52, 84
10136.7393, 52, 65, 52, 65
10137.0120, 52, 65, 52, 65
10137.0459, 62, 65, 52, 65
10137.0764, 62, 65, 62, 65
10137.1198, 62, 65, 62, 65
10138.2688, 62, 65, 62, 61
10138.3013, 62, 61, 62, 61
10138.6690, 62, 61, 62, 61
10138.7344, 62, 61, 17, 61
10138.7783, 17, 61, 17, 61
10138.8604, 17, 61, 17, 61
10138.9018, 17, 17, 17, 61
10138.9418, 17, 17, 17, 17
10139.2597, 17, 17, 17, 17
10139.3148, 17, 17, 58, 17
10139.3761, 58, 17, 58, 17
10139.4642, 58, 17, 58, 17
10139.4963, 58, 94, 58, 17
10139.5125, 58, 94, 58, 94
10139.7600, 58, 94, 58, 94
10139.9342, 58, 94, 57, 94
10140.0195, 57, 94, 57, 94
10140.1096, 57, 94, 57, 94
10140.1398, 57, 74, 57, 94
10140.2055, 57, 74, 57, 74
10140.4226, 57, 74, 57, 74
10140.5873, 57, 74, 39, 74
10140.6217, 39, 74, 39, 74
10140.6828, 39, 74, 39, 74
10140.6933, 39, 46, 39, 74
10140.7163, 39, 46, 39, 46
10140.9139, 39, 46, 39, 46
10141.0456, 39, 46, 39, 46
10141.0696, 39, 46, 39, 46
10141.1591, 39, 46, 39, 46
10141.1901, 39, 80, 39, 46
10141.2218, 39, 80, 39, 80
10141.6677, 39, 80, 39, 80
10141.7378, 39, 80, 64, 80
10141.7774, 64, 80, 64, 80
10141.9156, 64, 80, 64, 80
10142.0040, 64, 80, 64, 23
10142.0187, 64, 23, 64, 23
10142.3674, 64, 23, 64, 23
10142.5313, 64, 23, 2, 23
10142.5709, 2, 23, 2, 23
10142.6511, 2, 23, 2, 23
10142.6866, 2, 45, 2, 23
10142.7348, 2, 45, 2, 45
10142.9566, 2, 45, 2, 45
10143.1428, 2, 45, 60, 45
10143.1638, 60, 45, 60, 45
10143.2437, 60, 45, 60, 45
10143.2858, 60, 45, 60, 67
10143.3155, 60, 67, 60, 67
10143.7105, 60, 67, 60, 67
10143.7692, 60, 67, 25, 67
10143.8249, 25, 67, 25, 67
10143.9050, 25, 67, 25, 67
10143.9381, 25, 20, 25, 67
10143.9658, 25, 20, 25, 20
10144.2141, 25, 20, 25, 20
10144.3312, 25, 20, 24, 20
10144.5768, 24, 20, 24, 20
10144.6604, 24, 20, 24, 20
10144.6900, 24, 34, 24, 20
10144.7070, 24, 34, 24, 34
10145.0116, 24, 34, 24, 34
10145.0708, 24, 34, 9, 34
10145.1249, 9, 34, 9, 34
10145.2037, 9, 34, 9, 34
10145.2433, 9, 51, 9, 34
10145.2768, 9, 51, 9, 51
10145.5536, 9, 51, 9, 51
10145.6495, 9, 51, 29, 51
10145.7052, 29, 51, 29, 51
10145.7687, 29, 51, 29, 51
10145.7922, 29, 61, 29, 51
10145.8818, 29, 61, 29, 61
10146.1690, 29, 61, 29, 61
10146.2191, 29, 61, 99, 61
10146.2702, 99, 61, 99, 61
10146.3396, 99, 61, 99, 61
10146.3779, 99, 18, 99, 61
10146.4103, 99, 18, 99, 18
10146.6512, 99, 18, 99, 18
10146.7057, 99, 18, 36, 18
10146.7578, 36, 18, 36, 18
10146.8212, 36, 18, 36, 18
10146.8527, 36, 10, 36, 18
10146.8700, 36, 10, 36, 10
10147.1092, 36, 10, 36, 10
10147.1840, 36, 10, 88, 10
10147.2174, 88, 10, 88, 10
10147.2817, 88, 10, 88, 10
10147.2881, 88, 49, 88, 10
10147.2920, 88, 49, 88, 49
10147.5502, 88, 49, 88, 49
10147.7154, 88, 49, 28, 49
10147.7542, 28, 49, 28, 49
10147.8570, 28, 49, 28, 49
10147.8844, 28, 14, 28, 49
10147.9368, 28, 14, 28, 14
10148.1983, 28, 14, 28, 14
10148.3673, 28, 14, 0, 14
10148.4152, 0, 14, 0, 14
10148.5104, 0, 14, 0, 14
10148.5432, 0, 68, 0, 14
10148.6311, 0, 68, 0, 68
10148.8814, 0, 68, 0, 68
10149.0540, 0, 68, 6, 68
10149.0940, 6, 68, 6, 68
10149.2278, 6, 68, 6, 68
10149.2528, 6, 29, 6, 68
10149.2993, 6, 29, 6, 29
10149.6517, 6, 29, 6, 29
10149.7126, 6, 29, 97, 29
10149.7417, 97, 29, 97, 29
10149.9143, 97, 29, 97, 29
10149.9419, 97, 6, 97, 29
10149.9807, 97, 6, 97, 6
10150.3288, 97, 6, 97, 6
10150.5205, 97, 6, 53, 6
10150.5591, 53, 6, 53, 6
10150.6583, 53, 6, 53, 6
10150.7369, 53, 82, 53, 6
10150.7509, 53, 82, 53, 82
10151.0267, 53, 82, 53, 82
10151.0869, 53, 82, 22, 82
10151.1444, 22, 82, 22, 82
10151.2832, 22, 82, 22, 82
10151.3100, 22, 91, 22, 82
10151.4180, 22, 91, 22, 91
10151.6197, 22, 91, 22, 91
10151.6908, 22, 91, 9, 91
10151.7278, 9, 91, 9, 91
10151.8101, 9, 91, 9, 91
10151.8295, 9, 72, 9, 91
10151.8726, 9, 72, 9, 72
10152.1118, 9, 72, 9, 72
10152.2310, 9, 72, 94, 72
10152.2772, 94, 72, 94, 72
10152.3504, 94, 72, 94, 72
10152.3706, 94, 24, 94, 72
10152.4189, 94, 24, 94, 24
10152.6077, 94, 24, 94, 24
10152.6720, 94, 24, 1, 24
10152.7146, 1, 24, 1, 24
10152.7977, 1, 24, 1, 24
10152.8221, 1, 60, 1, 24
10152.8686, 1, 60, 1, 60
10153.7680, 1, 60, 1, 60
10154.5726, 1, 60, 59, 60
10154.6139, 59, 60, 59, 60
10154.7097, 59, 60, 59, 60
10154.7384, 59, 48, 59, 60
10154.7737, 59, 48, 59, 48
10155.1111, 59, 48, 59, 48
10155.2645, 59, 48, 96, 48
10155.3221, 96, 48, 96, 48
10155.4573, 96, 48, 96, 48
10155.4805, 96, 28, 96, 48
10155.5425, 96, 28, 96, 28
10155.7772, 96, 28, 96, 28
10155.9044, 96, 28, 9, 28
10155.9432, 9, 28, 9, 28
10156.0452, 9, 28, 9, 28
10156.0762, 9, 80, 9, 28
10156.1245, 9, 80, 9, 80
10156.3909, 9, 80, 9, 80
10156.4562, 9, 80, 19, 80
10156.4819, 19, 80, 19, 80
10156.6698, 19, 80, 19, 80
10156.7032, 19, 87, 19, 80
10156.7493, 19, 87, 19, 87
10156.9706, 19, 87, 19, 87
10157.0945, 19, 87, 44, 87
10157.1316, 44, 87, 44, 87
10157.2403, 44, 87, 44, 87
10157.2679, 44, 84, 44, 87
10157.2989, 44, 84, 44, 84
