Time, C12_R_ch1, C12_R_ch2, P12_W_ch1, P12_W_ch2
1543.9923, 99, 41, 99, 41
1544.3394, 99, 41, 99, 41
1544.4403, 99, 41, 65, 41
1544.5474, 65, 41, 65, 41
1544.6321, 65, 41, 65, 41
1544.6611, 65, 36, 65, 41
1544.7935, 65, 36, 65, 36
1544.8804, 65, 36, 65, 36
1545.0991, 65, 36, 74, 36
1545.1984, 74, 36, 74, 36
1545.2829, 74, 36, 74, 36
1545.3175, 74, 21, 74, 36
1545.4168, 74, 21, 74, 21
1545.6281, 74, 21, 74, 21
1545.7772, 74, 21, 24, 21
1545.8657, 24, 21, 24, 21
1545.9340, 24, 21, 24, 21
1545.9648, 24, 62, 24, 21
1546.0819, 24, 62, 24, 62
1546.2688, 24, 62, 24, 62
1546.3411, 24, 62, 9, 62
1546.4353, 9, 62, 9, 62
1546.5016, 9, 62, 9, 62
1546.5298, 9, 38, 9, 62
1546.6567, 9, 38, 9, 38
1546.8443, 9, 38, 9, 38
1546.9138, 9, 38, 35, 38
1547.0169, 35, 38, 35, 38
1547.0920, 35, 38, 35, 38
1547.1227, 35, 13, 35, 38
1547.2432, 35, 13, 35, 13
1547.4467, 35, 13, 35, 13
1547.5967, 35, 13, 67, 13
1547.7160, 67, 13, 67, 13
1547.7875, 67, 13, 67, 13
1547.8231, 67, 45, 67, 13
1547.9303, 67, 45, 67, 45
1548.0193, 67, 45, 67, 45
1548.2128, 67, 45, 43, 45
1548.3248, 43, 45, 43, 45
1548.3932, 43, 45, 43, 45
1548.4449, 43, 23, 43, 45
1549.0205, 43, 23, 43, 23
1549.1422, 43, 23, 43, 23
1549.4112, 43, 23, 87, 23
1549.5843, 87, 23, 87, 23
1549.7733, 87, 23, 87, 23
1549.8046, 87, 28, 87, 23
1549.9442, 87, 28, 87, 28
1550.0746, 87, 28, 87, 28
1550.3031, 87, 28, 64, 28
1550.4043, 64, 28, 64, 28
1550.4822, 64, 28, 64, 28
1550.5215, 64, 34, 64, 28
1550.6286, 64, 34, 64, 34
1550.8452, 64, 34, 64, 34
1550.9514, 64, 34, 18, 34
1551.0676, 18, 34, 18, 34
1551.1535, 18, 34, 18, 34
1551.1841, 18, 85, 18, 34
1551.2857, 18, 85, 18, 85
1551.4862, 18, 85, 18, 85
1551.7420, 18, 85, 57, 85
1551.8585, 57, 85, 57, 85
1551.9391, 57, 85, 57, 85
1551.9712, 57, 2, 57, 85
1552.0960, 57, 2, 57, 2
1552.2463, 57, 2, 57, 2
1552.3715, 57, 2, 39, 2
1552.5041, 39, 2, 39, 2
1552.5440, 39, 2, 39, 2
1552.5763, 39, 76, 39, 2
1552.6222, 39, 76, 39, 76
1552.9291, 39, 76, 39, 76
1553.0888, 39, 76, 98, 76
1553.1991, 98, 76, 98, 76
1553.2675, 98, 76, 98, 76
1553.2981, 98, 52, 98, 76
1553.3329, 98, 52, 98, 52
1554.3345, 98, 52, 98, 52
1555.8719, 98, 52, 19, 52
1556.0611, 19, 52, 19, 52
1556.1825, 19, 52, 19, 52
1556.2489, 19, 61, 19, 52
1556.5583, 19, 61, 19, 61
1556.9909, 19, 61, 19, 61
1557.1047, 19, 61, 92, 61
1557.2153, 92, 61, 92, 61
1557.4209, 92, 61, 92, 61
1557.4620, 92, 48, 92, 61
1557.6192, 92, 48, 92, 48
1558.0114, 92, 48, 92, 48
1558.1558, 92, 48, 43, 48
1558.1778, 43, 48, 43, 48
1558.2733, 43, 48, 43, 48
1558.3399, 43, 48, 43, 15
1558.3723, 43, 15, 43, 15
1558.7008, 43, 15, 43, 15
1559.3641, 43, 15, 89, 15
1559.4786, 89, 15, 89, 15
1559.5439, 89, 15, 89, 15
1559.5747, 89, 59, 89, 15
1559.7052, 89, 59, 89, 59
1560.0106, 89, 59, 89, 59
1560.0411, 79, 59, 89, 59
1560.0945, 79, 59, 79, 59
1560.1567, 79, 59, 79, 59
1560.2016, 79, 59, 79, 98
1560.2371, 79, 98, 79, 98
1560.6388, 79, 98, 79, 98
1560.7373, 79, 98, 15, 98
1560.8044, 15, 98, 15, 98
1560.9794, 15, 98, 15, 98
1561.0191, 15, 62, 15, 98
1561.2239, 15, 62, 15, 62
1561.8957, 15, 62, 15, 62
1562.1912, 15, 62, 24, 62
1562.3738, 24, 62, 24, 62
1562.4613, 24, 62, 24, 62
1562.4916, 24, 32, 24, 62
1562.5436, 24, 32, 24, 32
1562.7935, 24, 32, 24, 32
1562.9903, 24, 32, 27, 32
1563.1233, 27, 32, 27, 32
1563.1901, 27, 32, 27, 32
1563.2002, 27, 89, 27, 32
1563.2158, 27, 89, 27, 89
1563.4816, 27, 89, 27, 89
1563.7360, 27, 89, 66, 89
1563.7890, 66, 89, 66, 89
1563.8567, 66, 89, 66, 89
1563.8871, 66, 81, 66, 89
1563.9839, 66, 81, 66, 81
1564.2232, 66, 81, 66, 81
1564.5424, 66, 81, 27, 81
1564.7494, 27, 81, 27, 81
1564.8660, 27, 81, 27, 81
1564.9075, 27, 31, 27, 81
1565.1486, 27, 31, 27, 31
1565.3922, 27, 31, 27, 31
1565.7084, 27, 31, 50, 31
1565.7310, 50, 31, 50, 31
1565.9151, 50, 31, 50, 31
1565.9462, 50, 50, 50, 31
1566.0501, 50, 50, 50, 50
1566.2580, 50, 50, 50, 50
1566.4301, 50, 50, 63, 50
1566.5962, 63, 50, 63, 50
1566.7168, 63, 50, 63, 50
1566.7509, 63, 95, 63, 50
1566.8342, 63, 95, 63, 95
1567.2881, 63, 95, 63, 95
1567.5275, 63, 95, 90, 95
1567.7275, 90, 95, 90, 95
1567.9044, 90, 95, 90, 95
1567.9501, 90, 90, 90, 95
1568.0161, 90, 90, 90, 90
1568.5502, 90, 90, 90, 90
1571.1296, 90, 90, 15, 90
1571.2808, 15, 90, 15, 90
1571.3592, 15, 90, 15, 90
1571.4046, 15, 90, 15, 79
1571.4361, 15, 79, 15, 79
1571.7498, 15, 79, 15, 79
1571.9642, 15, 79, 62, 79
1572.0828, 62, 79, 62, 79
1572.1722, 62, 79, 62, 79
1572.2358, 62, 10, 62, 79
1572.3060, 62, 10, 62, 10
1572.4605, 62, 10, 62, 10
1572.6542, 62, 10, 90, 10
1572.7311, 90, 10, 90, 10
1572.8018, 90, 10, 90, 10
1572.8387, 90, 25, 90, 10
1572.9740, 90, 25, 90, 25
1573.3280, 90, 25, 90, 25
1573.4626, 90, 25, 51, 25
1573.6024, 51, 25, 51, 25
1573.7054, 51, 25, 51, 25
1573.7613, 51, 25, 51, 1
1573.7905, 51, 1, 51, 1
1574.0639, 51, 1, 51, 1
1574.2414, 51, 1, 98, 1
1574.3650, 98, 1, 98, 1
1574.4325, 98, 1, 98, 1
1574.4601, 98, 81, 98, 1
1574.5158, 98, 81, 98, 81
1574.7392, 98, 81, 98, 81
1574.8506, 98, 81, 98, 81
1574.8701, 98, 81, 98, 81
1575.0299, 98, 81, 98, 81
1575.0582, 98, 47, 98, 81
1575.0730, 98, 47, 98, 47
1575.3622, 98, 47, 98, 47
1575.5267, 98, 47, 27, 47
1575.6335, 27, 47, 27, 47
1575.7082, 27, 47, 27, 47
1575.7384, 27, 74, 27, 47
1575.8306, 27, 74, 27, 74
1576.0235, 27, 74, 27, 74
1576.0852, 27, 74, 7, 74
1576.1823, 7, 74, 7, 74
1576.2675, 7, 74, 7, 74
1576.2959, 7, 76, 7, 74
1576.3282, 7, 76, 7, 76
1576.5072, 7, 76, 7, 76
1576.6622, 7, 76, 1, 76
1576.7578, 1, 76, 1, 76
1576.8363, 1, 76, 1, 76
1576.8648, 1, 92, 1, 76
1576.9016, 1, 92, 1, 92
1577.1518, 1, 92, 1, 92
1577.2381, 1, 92, 94, 92
1577.3635, 94, 92, 94, 92
1577.4318, 94, 92, 94, 92
1577.4624, 94, 82, 94, 92
1577.5553, 94, 82, 94, 82
1577.8343, 94, 82, 94, 82
1577.9582, 94, 82, 3, 82
1578.1480, 3, 82, 3, 82
1578.2206, 3, 82, 3, 82
1578.2536, 3, 49, 3, 82
1578.2843, 3, 49, 3, 49
1578.4760, 3, 49, 3, 49
1578.6134, 3, 49, 23, 49
1578.7980, 23, 49, 23, 49
1578.8610, 23, 49, 23, 49
1578.8936, 23, 12, 23, 49
1579.0082, 23, 12, 23, 12
1579.1458, 23, 12, 23, 12
1579.2912, 23, 12, 41, 12
1579.3118, 41, 12, 41, 12
1579.4177, 41, 12, 41, 12
1579.4437, 41, 2, 41, 12
1579.5237, 41, 2, 41, 2
1579.6839, 41, 2, 41, 2
1579.7646, 41, 2, 73, 2
1579.7849, 73, 2, 73, 2
1579.8480, 73, 2, 73, 2
1579.9023, 73, 2, 73, 5
1579.9297, 73, 5, 73, 5
1580.1483, 73, 5, 73, 5
1580.2835, 73, 5, 37, 5
1580.3088, 37, 5, 37, 5
1580.4313, 37, 5, 37, 5
1580.4611, 37, 3, 37, 5
1580.5515, 37, 3, 37, 3
1580.7433, 37, 3, 37, 3
1580.7780, 37, 3, 91, 3
1580.8854, 91, 3, 91, 3
1580.9677, 91, 3, 91, 3
1580.9978, 91, 54, 91, 3
1581.0505, 91, 54, 91, 54
1581.2780, 91, 54, 91, 54
1582.0544, 91, 54, 77, 54
1582.2122, 77, 54, 77, 54
1582.3146, 77, 54, 77, 54
1582.3604, 77, 81, 77, 54
1584.6114, 77, 81, 77, 81
1584.8839, 77, 81, 77, 81
1585.1420, 77, 81, 47, 81
1585.3409, 47, 81, 47, 81
1585.4204, 47, 81, 47, 81
1585.4540, 47, 40, 47, 81
1585.8017, 47, 40, 47, 40
1585.9984, 47, 40, 47, 40
1586.2624, 47, 40, 67, 40
1586.3743, 67, 40, 67, 40
1586.4489, 67, 40, 67, 40
1586.4816, 67, 93, 67, 40
1586.5256, 67, 93, 67, 93
1586.7077, 67, 93, 67, 93
1587.0839, 67, 93, 34, 93
1587.2184, 34, 93, 34, 93
1587.2948, 34, 93, 34, 93
1587.3081, 34, 40, 34, 93
1587.3474, 34, 40, 34, 40
1587.5875, 34, 40, 34, 40
1587.7470, 34, 40, 91, 40
1587.9059, 91, 40, 91, 40
1588.0394, 91, 40, 91, 40
1588.0734, 91, 43, 91, 40
1588.1383, 91, 43, 91, 43
1588.4855, 91, 43, 91, 43
1588.8626, 91, 43, 27, 43
1589.0124, 27, 43, 27, 43
1589.1457, 27, 43, 27, 43
1589.1904, 27, 67, 27, 43
1589.3236, 27, 67, 27, 67
1590.1656, 27, 67, 27, 67
1590.2284, 27, 67, 25, 67
1590.2462, 25, 67, 25, 67
1590.3329, 25, 67, 25, 67
1590.4000, 25, 67, 25, 60
1590.4450, 25, 60, 25, 60
1591.1137, 25, 60, 25, 60
1591.1897, 52, 60, 25, 60
1591.2481, 52, 60, 52, 60
1591.2805, 52, 60, 52, 60
1591.3253, 52, 60, 52, 34
1591.3630, 52, 34, 52, 34
1591.7774, 52, 34, 52, 34
1591.9400, 80, 34, 52, 34
1592.0212, 80, 34, 52, 34
1591.9027, 80, 34, 80, 34
1592.5757, 80, 34, 80, 71
1592.6250, 80, 71, 80, 71
1593.2296, 80, 71, 80, 71
1593.5911, 90, 71, 80, 71
1593.6760, 90, 71, 80, 71
1593.4656, 90, 71, 90, 71
1593.9156, 90, 71, 90, 14
1593.9429, 90, 14, 90, 14
1594.4205, 90, 14, 90, 14
1594.6852, 90, 14, 99, 14
1594.8851, 99, 14, 99, 14
1594.9836, 99, 14, 99, 14
1595.0208, 99, 44, 99, 14
1595.3868, 99, 44, 99, 44
1595.6648, 99, 44, 99, 44
1595.9195, 99, 44, 82, 44
1597.0059, 82, 44, 82, 44
1597.1252, 82, 44, 82, 44
1597.1588, 82, 91, 82, 44
1597.2126, 82, 91, 82, 91
1597.6087, 82, 91, 82, 91
1597.9082, 82, 91, 42, 91
1598.9881, 42, 91, 42, 91
1599.2902, 42, 91, 42, 91
1599.3488, 42, 10, 42, 91
1599.8868, 42, 10, 42, 10
1600.0944, 42, 10, 42, 10
1600.3410, 42, 10, 46, 10
1600.4520, 46, 10, 46, 10
1600.5257, 46, 10, 46, 10
1600.5567, 46, 44, 46, 10
1600.6625, 46, 44, 46, 44
1600.9153, 46, 44, 46, 44
1601.1203, 46, 44, 85, 44
1601.1388, 85, 44, 85, 44
1601.2214, 85, 44, 85, 44
1601.2857, 85, 44, 85, 35
1601.3110, 85, 35, 85, 35
1601.7197, 85, 35, 85, 35
1601.9293, 85, 35, 73, 35
1602.0222, 73, 35, 73, 35
1602.0945, 73, 35, 73, 35
1602.1256, 73, 14, 73, 35
1602.2620, 73, 14, 73, 14
1602.4096, 73, 14, 73, 14
1602.5901, 73, 14, 73, 14
1602.7016, 73, 14, 73, 14
1602.7572, 73, 14, 73, 14
1602.7825, 73, 91, 73, 14
1602.9023, 73, 91, 73, 91
1603.0679, 73, 91, 73, 91
1603.1671, 73, 91, 27, 91
1603.2514, 27, 91, 27, 91
1603.3180, 27, 91, 27, 91
1603.3466, 27, 43, 27, 91
1603.4765, 27, 43, 27, 43
1603.6419, 27, 43, 27, 43
1603.7655, 27, 43, 38, 43
1603.9758, 38, 43, 38, 43
1604.0545, 38, 43, 38, 43
1604.1080, 38, 23, 38, 43
1604.2760, 38, 23, 38, 23
1604.4556, 38, 23, 38, 23
1604.6353, 38, 23, 53, 23
1604.6897, 53, 23, 53, 23
1604.7626, 53, 23, 53, 23
1604.8251, 53, 23, 53, 65
1604.8739, 53, 65, 53, 65
1605.6462, 53, 65, 53, 65
1605.7956, 53, 65, 26, 65
1605.8968, 26, 65, 26, 65
1605.9714, 26, 65, 26, 65
1605.9976, 26, 64, 26, 65
1606.1167, 26, 64, 26, 64
1607.8202, 26, 64, 26, 64
1608.0143, 26, 64, 80, 64
1608.1789, 80, 64, 80, 64
1608.2622, 80, 64, 80, 64
1608.3158, 80, 47, 80, 64
1608.5829, 80, 47, 80, 47
1608.7264, 80, 47, 80, 47
1608.8872, 80, 47, 75, 47
1609.0501, 75, 47, 75, 47
1609.1221, 75, 47, 75, 47
1609.1725, 75, 41, 75, 47
1609.1954, 75, 41, 75, 41
1609.6101, 75, 41, 75, 41
1609.7685, 75, 41, 67, 41
1609.8465, 67, 41, 67, 41
1609.9219, 67, 41, 67, 41
1609.9503, 67, 40, 67, 41
1609.9874, 67, 40, 67, 40
1610.1783, 67, 40, 67, 40
1610.9055, 67, 40, 47, 40
1611.0039, 47, 40, 47, 40
1611.1588, 47, 40, 47, 40
1612.4434, 47, 40, 47, 25
1612.5199, 47, 25, 47, 25
1612.8795, 47, 25, 47, 25
1614.1460, 47, 25, 22, 25
1614.2909, 22, 25, 22, 25
1614.3749, 22, 25, 22, 25
1614.4067, 22, 98, 22, 25
1614.4509, 22, 98, 22, 98
1614.6605, 22, 98, 22, 98
1614.8278, 22, 98, 17, 98
1614.9137, 17, 98, 17, 98
1615.0088, 17, 98, 17, 98
1615.0780, 17, 98, 17, 23
1615.1827, 17, 23, 17, 23
1616.0486, 17, 23, 17, 23
1616.2223, 17, 23, 72, 23
1616.4466, 72, 23, 72, 23
1616.5366, 72, 23, 72, 23
1616.5727, 72, 2, 72, 23
1616.6394, 72, 2, 72, 2
1616.9653, 72, 2, 72, 2
1617.1532, 72, 2, 13, 2
1617.3076, 13, 2, 13, 2
1617.4590, 13, 2, 13, 2
1617.6748, 13, 40, 13, 2
1617.9031, 13, 40, 13, 40
1618.3441, 13, 40, 13, 40
1618.6403, 13, 40, 25, 40
1618.8812, 25, 40, 25, 40
1619.4992, 25, 40, 25, 40
1619.5488, 25, 46, 25, 40
1619.9154, 25, 46, 25, 46
1620.1664, 25, 46, 25, 46
1620.3487, 25, 46, 52, 46
1620.4646, 52, 46, 52, 46
1620.5383, 52, 46, 52, 46
1620.5709, 52, 72, 52, 46
1620.6023, 52, 72, 52, 72
1620.9336, 52, 72, 52, 72
1621.0759, 52, 72, 23, 72
1621.1710, 23, 72, 23, 72
1621.3276, 23, 72, 23, 72
1621.3586, 23, 53, 23, 72
1621.3921, 23, 53, 23, 53
1621.7615, 23, 53, 23, 53
1621.8257, 23, 53, 37, 53
1621.9341, 37, 53, 37, 53
1622.0222, 37, 53, 37, 53
1622.0792, 37, 80, 37, 53
1622.2990, 37, 80, 37, 80
1622.6596, 37, 80, 37, 80
1622.9001, 37, 80, 61, 80
1623.3924, 61, 80, 61, 80
1623.4811, 61, 80, 61, 80
1623.5181, 61, 47, 61, 80
1623.6859, 61, 47, 61, 47
1623.9875, 61, 47, 61, 47
1624.0380, 61, 47, 29, 47
1624.0508, 29, 47, 29, 47
1624.2148, 29, 47, 29, 47
1624.3001, 29, 47, 29, 46
1624.3565, 29, 46, 29, 46
1624.7498, 29, 46, 29, 46
1624.9091, 29, 46, 84, 46
1625.0249, 84, 46, 84, 46
1625.2238, 84, 46, 84, 46
1625.2515, 84, 20, 84, 46
1625.3015, 84, 20, 84, 20
1626.0253, 84, 20, 84, 20
1626.3159, 84, 20, 53, 20
1626.3719, 53, 20, 53, 20
1626.4581, 53, 20, 53, 20
1626.4876, 53, 89, 53, 20
1626.5678, 53, 89, 53, 89
1626.8536, 53, 89, 53, 89
1627.5415, 53, 89, 65, 89
1627.5974, 65, 89, 65, 89
1627.7160, 65, 89, 65, 89
1627.7650, 65, 89, 65, 13
1627.8085, 65, 13, 65, 13
1628.4233, 65, 13, 65, 13
1628.6417, 65, 13, 20, 13
1628.6591, 20, 13, 20, 13
1628.7473, 20, 13, 20, 13
1628.8071, 20, 13, 20, 26
1628.8762, 20, 26, 20, 26
1629.1590, 20, 26, 20, 26
1629.5373, 20, 26, 51, 26
1629.5698, 51, 26, 51, 26
1629.7110, 51, 26, 51, 26
1629.7714, 51, 26, 51, 4
1629.7941, 51, 4, 51, 4
1630.0716, 51, 4, 51, 4
1630.2257, 51, 4, 47, 4
1630.2486, 47, 4, 47, 4
1630.5086, 47, 4, 47, 4
1630.5659, 47, 4, 47, 56
1630.7633, 47, 56, 47, 56
1631.0941, 47, 56, 47, 56
1631.4394, 47, 56, 7, 56
1631.7210, 7, 56, 7, 56
1632.0088, 7, 56, 7, 56
1632.1734, 7, 56, 7, 32
1632.0660, 7, 32, 7, 32
1633.1043, 7, 32, 7, 32
1633.3033, 7, 32, 67, 32
1633.4258, 67, 32, 67, 32
1633.8857, 67, 32, 67, 32
1633.9222, 67, 69, 67, 32
1634.1360, 67, 69, 67, 69
1634.3851, 67, 69, 67, 69
1634.4908, 67, 69, 68, 69
1634.7147, 68, 69, 68, 69
1634.7830, 68, 69, 68, 69
1634.8072, 68, 31, 68, 69
1634.9687, 68, 31, 68, 31
1635.1822, 68, 31, 68, 31
1635.3403, 68, 31, 9, 31
1635.3779, 9, 31, 9, 31
1635.4413, 9, 31, 9, 31
1635.4632, 9, 60, 9, 31
1635.5722, 9, 60, 9, 60
1635.7744, 9, 60, 9, 60
1635.8824, 9, 60, 27, 60
1635.9142, 27, 60, 27, 60
1635.9773, 27, 60, 27, 60
1636.0199, 27, 97, 27, 60
1636.0273, 27, 97, 27, 97
1636.2683, 27, 97, 27, 97
1636.4423, 27, 97, 43, 97
1636.5046, 43, 97, 43, 97
1636.5706, 43, 97, 43, 97
1636.5988, 43, 50, 43, 97
1636.6319, 43, 50, 43, 50
1636.8892, 43, 50, 43, 50
1637.0778, 43, 50, 82, 50
1637.1226, 82, 50, 82, 50
1637.2056, 82, 50, 82, 50
1637.2310, 82, 68, 82, 50
1637.2700, 82, 68, 82, 68
1637.6992, 82, 68, 82, 68
1637.8145, 82, 68, 23, 68
1637.8401, 23, 68, 23, 68
1638.0073, 23, 68, 23, 68
1638.0370, 23, 88, 23, 68
1638.0851, 23, 88, 23, 88
1638.2458, 23, 88, 23, 88
1638.4361, 23, 88, 56, 88
1638.4874, 56, 88, 56, 88
1638.5740, 56, 88, 56, 88
1638.6064, 56, 91, 56, 88
1638.6413, 56, 91, 56, 91
1638.8317, 56, 91, 56, 91
1639.3873, 56, 91, 36, 91
1639.4624, 36, 91, 36, 91
1640.8284, 36, 91, 36, 91
1640.8793, 36, 38, 36, 91
1640.9627, 36, 38, 36, 38
1641.2384, 36, 38, 36, 38
1641.6632, 36, 38, 40, 38
1641.7720, 40, 38, 40, 38
1641.8964, 40, 38, 40, 38
1641.9398, 40, 98, 40, 38
1641.9716, 40, 98, 40, 98
1642.1544, 40, 98, 40, 98
1642.3331, 40, 98, 97, 98
1642.3744, 97, 98, 97, 98
1642.4443, 97, 98, 97, 98
1642.4733, 97, 65, 97, 98
1642.5198, 97, 65, 97, 65
1642.6839, 97, 65, 97, 65
1642.8597, 97, 65, 38, 65
1642.9026, 38, 65, 38, 65
1642.9843, 38, 65, 38, 65
1643.0121, 38, 33, 38, 65
1643.0541, 38, 33, 38, 33
1643.3404, 38, 33, 38, 33
1643.5050, 38, 33, 26, 33
1643.5497, 26, 33, 26, 33
1643.6359, 26, 33, 26, 33
1643.6649, 26, 94, 26, 33
1643.7255, 26, 94, 26, 94
1643.9702, 26, 94, 26, 94
1644.3104, 26, 94, 60, 94
1644.3902, 60, 94, 60, 94
1644.5041, 60, 94, 60, 94
1644.7421, 60, 94, 60, 21
1644.7975, 60, 21, 60, 21
1645.3897, 60, 21, 60, 21
1645.6513, 60, 21, 66, 21
1645.7010, 66, 21, 66, 21
1645.7943, 66, 21, 66, 21
1645.8853, 66, 21, 66, 64
1645.8865, 66, 64, 66, 64
1646.2882, 66, 64, 66, 64
1646.3986, 66, 64, 10, 64
1646.4347, 10, 64, 10, 64
1646.5105, 10, 64, 10, 64
1646.6288, 10, 64, 10, 98
1646.6772, 10, 98, 10, 98
1647.0375, 10, 98, 10, 98
1647.1691, 10, 98, 20, 98
1647.2085, 20, 98, 20, 98
1647.3339, 20, 98, 20, 98
1647.3822, 20, 98, 20, 21
1647.4412, 20, 21, 20, 21
1648.8306, 20, 21, 20, 21
1648.9097, 20, 21, 8, 21
1649.0820, 8, 21, 8, 21
1649.3517, 8, 21, 8, 21
1649.7536, 8, 29, 8, 21
1649.8046, 8, 29, 8, 29
1650.1820, 8, 29, 8, 29
1650.3353, 8, 29, 48, 29
1650.3922, 48, 29, 48, 29
1650.4618, 48, 29, 48, 29
1650.4965, 48, 65, 48, 29
1650.5490, 48, 65, 48, 65
1650.8793, 48, 65, 48, 65
1651.0192, 48, 65, 96, 65
1651.0882, 96, 65, 96, 65
1651.2072, 96, 65, 96, 65
1651.3091, 96, 65, 96, 57
1651.3721, 96, 57, 96, 57
1651.9867, 96, 57, 96, 57
1652.1811, 96, 57, 77, 57
1652.2639, 77, 57, 77, 57
1652.3856, 77, 57, 77, 57
1652.4557, 77, 57, 77, 6
1652.4956, 77, 6, 77, 6
1652.9098, 77, 6, 77, 6
1653.2034, 77, 6, 27, 6
1653.3172, 27, 6, 27, 6
1653.4391, 27, 6, 27, 6
1653.4661, 27, 44, 27, 6
1653.6645, 27, 44, 27, 44
1654.9641, 27, 44, 27, 44
1655.0610, 27, 44, 60, 44
1655.0952, 60, 44, 60, 44
1655.2005, 60, 44, 60, 44
1655.2605, 60, 44, 60, 70
1655.2723, 60, 70, 60, 70
1655.5745, 60, 70, 60, 70
1655.7358, 60, 70, 53, 70
1655.7658, 53, 70, 53, 70
1655.8742, 53, 70, 53, 70
1655.9320, 53, 70, 53, 30
1655.9785, 53, 30, 53, 30
1656.2186, 53, 30, 53, 30
1656.3770, 53, 30, 44, 30
1656.4127, 44, 30, 44, 30
1656.5045, 44, 30, 44, 30
1656.5614, 44, 30, 44, 49
1656.6153, 44, 49, 44, 49
1656.9099, 44, 49, 44, 49
1657.1268, 44, 49, 89, 49
1657.1617, 89, 49, 89, 49
1657.2445, 89, 49, 89, 49
1657.3048, 89, 49, 89, 11
1657.3492, 89, 11, 89, 11
1657.7156, 89, 11, 89, 11
1657.9666, 89, 11, 50, 11
1658.0050, 50, 11, 50, 11
1658.0717, 50, 11, 50, 11
1658.0996, 50, 31, 50, 11
1658.1477, 50, 31, 50, 31
1658.4178, 50, 31, 50, 31
1658.5173, 50, 31, 3, 31
1658.5628, 3, 31, 3, 31
1658.6443, 3, 31, 3, 31
1658.6728, 3, 39, 3, 31
1658.7275, 3, 39, 3, 39
1658.9349, 3, 39, 3, 39
1659.1018, 3, 39, 96, 39
1659.1342, 96, 39, 96, 39
1659.2851, 96, 39, 96, 39
1659.3113, 96, 39, 96, 39
1659.3657, 96, 39, 96, 39
1659.5852, 96, 39, 96, 39
1659.8181, 96, 39, 80, 39
1659.8511, 80, 39, 80, 39
1659.9402, 80, 39, 80, 39
1659.9498, 80, 36, 80, 39
1659.9673, 80, 36, 80, 36
1660.2206, 80, 36, 80, 36
1660.4041, 80, 36, 61, 36
1660.4307, 61, 36, 61, 36
1660.5087, 61, 36, 61, 36
1660.5200, 61, 13, 61, 36
1660.5533, 61, 13, 61, 13
1660.8575, 61, 13, 61, 13
1661.0512, 61, 13, 8, 13
1661.0854, 8, 13, 8, 13
1661.1567, 8, 13, 8, 13
1661.1766, 8, 92, 8, 13
1661.1892, 8, 92, 8, 92
1661.4661, 8, 92, 8, 92
1661.6454, 8, 92, 91, 92
1661.6833, 91, 92, 91, 92
1661.7497, 91, 92, 91, 92
1661.7786, 91, 52, 91, 92
1661.8302, 91, 52, 91, 52
1662.1101, 91, 52, 91, 52
1662.2016, 91, 52, 17, 52
1662.2488, 17, 52, 17, 52
1662.3497, 17, 52, 17, 52
1662.4440, 17, 52, 17, 5
1662.4738, 17, 5, 17, 5
1662.8496, 17, 5, 17, 5
1663.0106, 17, 5, 67, 5
1663.0510, 67, 5, 67, 5
1663.1278, 67, 5, 67, 5
1663.1586, 67, 1, 67, 5
1663.2457, 67, 1, 67, 1
1663.4914, 67, 1, 67, 1
1663.5733, 67, 1, 34, 1
1663.6045, 34, 1, 34, 1
1663.6917, 34, 1, 34, 1
1663.7048, 34, 90, 34, 1
1663.7260, 34, 90, 34, 90
1663.9676, 34, 90, 34, 90
1664.1226, 34, 90, 46, 90
1664.1612, 46, 90, 46, 90
1664.2321, 46, 90, 46, 90
1664.2621, 46, 92, 46, 90
1664.3119, 46, 92, 46, 92
1664.5308, 46, 92, 46, 92
1664.6777, 46, 92, 84, 92
1664.6912, 84, 92, 84, 92
1664.8661, 84, 92, 84, 92
1664.8946, 84, 96, 84, 92
1664.9541, 84, 96, 84, 96
1665.2950, 84, 96, 84, 96
1665.4452, 84, 96, 51, 96
1665.7982, 51, 96, 51, 96
1665.8953, 51, 96, 51, 96
1665.9279, 51, 44, 51, 96
1666.0251, 51, 44, 51, 44
1666.4050, 51, 44, 51, 44
1666.4807, 51, 44, 35, 44
1666.5288, 35, 44, 35, 44
1666.6083, 35, 44, 35, 44
1666.6215, 35, 24, 35, 44
1666.7812, 35, 24, 35, 24
1667.1321, 35, 24, 35, 24
1667.3901, 35, 24, 77, 24
1667.4175, 77, 24, 77, 24
1667.4906, 77, 24, 77, 24
1667.5188, 77, 86, 77, 24
1667.5410, 77, 86, 77, 86
1668.6104, 77, 86, 77, 86
1668.7614, 77, 86, 26, 86
1668.8158, 26, 86, 26, 86
1668.8915, 26, 86, 26, 86
1668.9332, 26, 46, 26, 86
1668.9749, 26, 46, 26, 46
1669.1802, 26, 46, 26, 46
1669.3496, 26, 46, 71, 46
1669.3859, 71, 46, 71, 46
1669.4613, 71, 46, 71, 46
1669.5764, 71, 89, 71, 46
1669.7289, 71, 89, 71, 89
1669.8933, 71, 89, 71, 89
1670.2206, 71, 89, 86, 89
1670.2335, 86, 89, 86, 89
1670.3207, 86, 89, 86, 89
1670.3876, 86, 89, 86, 58
1670.4136, 86, 58, 86, 58
1670.7821, 86, 58, 86, 58
1670.8185, 86, 58, 36, 58
1670.8365, 36, 58, 36, 58
1670.9213, 36, 58, 36, 58
1670.9753, 36, 58, 36, 26
1671.0068, 36, 26, 36, 26
