Time, C12_R_ch1, C12_R_ch2, C122_R_ch12, C122_R_ch22, P12_W_ch1, P12_W_ch2, P122_W_ch12, P122_W_ch22
42.2562, 24, 0, 36, 52, 24, 0, 73, 52
42.3854, 24, 0, 36, 52, 24, 0, 73, 52
42.4396, 24, 0, 36, 52, 68, 0, 73, 52
42.4537, 24, 0, 73, 52, 68, 0, 73, 52
42.6051, 68, 0, 73, 52, 68, 0, 73, 52
42.6838, 68, 0, 73, 52, 68, 0, 73, 52
42.6834, 68, 0, 73, 52, 68, 0, 73, 52
42.7121, 68, 71, 73, 52, 68, 0, 73, 52
42.7127, 68, 71, 73, 31, 68, 0, 73, 52
42.7916, 68, 71, 73, 31, 68, 0, 73, 31
42.9220, 68, 71, 73, 31, 68, 71, 73, 31
43.2027, 68, 71, 73, 31, 68, 71, 73, 31
43.3244, 68, 71, 73, 31, 68, 71, 73, 31
43.3670, 68, 71, 73, 31, 68, 71, 94, 31
43.5224, 68, 71, 73, 31, 63, 71, 94, 31
43.6036, 63, 71, 73, 31, 63, 71, 94, 31
43.7166, 63, 71, 73, 31, 63, 71, 94, 31
43.7254, 63, 71, 94, 31, 63, 71, 94, 31
43.8065, 63, 71, 94, 31, 63, 99, 94, 31
43.8132, 63, 71, 94, 31, 63, 99, 94, 31
43.8415, 63, 71, 94, 60, 63, 99, 94, 31
43.9059, 63, 99, 94, 60, 63, 99, 94, 31
43.9637, 63, 99, 94, 60, 63, 99, 94, 60
44.1293, 63, 99, 94, 60, 63, 99, 94, 60
44.2456, 63, 99, 94, 60, 63, 99, 94, 60
44.3907, 63, 99, 94, 60, 59, 99, 94, 60
44.5355, 59, 99, 94, 60, 59, 99, 94, 60
44.5734, 59, 99, 94, 60, 59, 99, 13, 60
44.6361, 59, 99, 94, 60, 59, 99, 13, 60
44.6721, 59, 73, 94, 60, 59, 99, 13, 60
44.7515, 59, 73, 13, 60, 59, 99, 13, 60
44.8095, 59, 73, 13, 60, 59, 99, 13, 60
44.8798, 59, 73, 13, 60, 59, 73, 13, 60
44.8891, 59, 73, 13, 60, 59, 73, 13, 68
44.9203, 59, 73, 13, 68, 59, 73, 13, 68
45.3219, 59, 73, 13, 68, 59, 73, 13, 68
45.3476, 59, 73, 13, 68, 59, 73, 13, 68
45.5097, 59, 73, 13, 68, 66, 73, 13, 68
45.5903, 66, 73, 13, 68, 66, 73, 13, 68
45.8061, 66, 73, 13, 68, 66, 73, 13, 68
45.8807, 66, 84, 13, 68, 66, 73, 13, 68
45.8824, 66, 84, 13, 68, 66, 73, 40, 68
45.9034, 66, 84, 13, 68, 66, 84, 40, 68
45.9028, 66, 84, 40, 68, 66, 84, 40, 68
46.0329, 66, 84, 40, 68, 66, 84, 40, 68
46.1475, 66, 84, 40, 68, 66, 84, 40, 90
46.3273, 66, 84, 40, 90, 66, 84, 40, 90
46.8641, 66, 84, 40, 90, 66, 84, 40, 90
46.8696, 66, 84, 40, 90, 66, 84, 40, 90
46.9522, 66, 84, 40, 90, 36, 84, 40, 90
47.0353, 36, 84, 40, 90, 36, 84, 40, 90
47.0838, 36, 84, 40, 90, 36, 84, 45, 90
47.2201, 36, 84, 45, 90, 36, 84, 45, 90
47.2504, 36, 84, 45, 90, 36, 84, 45, 90
47.2614, 36, 7, 45, 90, 36, 84, 45, 90
47.4187, 36, 7, 45, 90, 36, 84, 45, 90
47.4160, 36, 7, 45, 90, 36, 7, 45, 90
47.4604, 36, 7, 45, 56, 36, 7, 45, 90
47.4994, 36, 7, 45, 56, 36, 7, 45, 56
47.8528, 36, 7, 45, 56, 36, 7, 45, 56
47.9017, 36, 7, 45, 56, 36, 7, 45, 56
48.0800, 36, 7, 45, 56, 36, 7, 12, 56
48.1606, 36, 7, 45, 56, 48, 7, 12, 56
48.2522, 36, 7, 12, 56, 48, 7, 12, 56
48.3101, 36, 7, 12, 56, 48, 7, 12, 56
48.3372, 48, 7, 12, 56, 48, 7, 12, 56
48.3465, 48, 7, 12, 72, 48, 7, 12, 56
48.3587, 48, 7, 12, 72, 48, 7, 12, 56
48.5145, 48, 7, 12, 72, 48, 7, 12, 72
48.5383, 48, 7, 12, 72, 48, 59, 12, 72
48.5625, 48, 59, 12, 72, 48, 59, 12, 72
49.0430, 48, 59, 12, 72, 48, 59, 12, 72
49.0511, 48, 59, 12, 72, 48, 59, 12, 72
49.0923, 48, 59, 42, 72, 48, 59, 12, 72
49.1374, 48, 59, 42, 72, 48, 59, 12, 72
49.1616, 48, 59, 42, 72, 48, 59, 42, 72
49.3171, 48, 59, 42, 72, 6, 59, 42, 72
49.3975, 48, 59, 42, 72, 6, 59, 42, 87
49.4699, 6, 59, 42, 72, 6, 59, 42, 87
49.4847, 6, 59, 42, 87, 6, 59, 42, 87
49.6435, 6, 59, 42, 87, 6, 59, 42, 87
50.1330, 6, 1, 42, 87, 6, 59, 42, 87
50.2705, 6, 1, 42, 87, 6, 1, 42, 87
50.5050, 6, 1, 42, 87, 6, 1, 42, 87
50.6508, 6, 1, 42, 87, 6, 1, 42, 87
50.6877, 55, 1, 42, 87, 6, 1, 42, 87
50.8295, 55, 1, 42, 87, 6, 1, 42, 87
50.8595, 55, 1, 42, 87, 55, 1, 42, 87
50.9445, 55, 1, 42, 87, 55, 1, 99, 87
51.0102, 55, 1, 99, 87, 55, 1, 99, 87
51.0257, 55, 1, 99, 87, 55, 19, 99, 87
51.0869, 55, 19, 99, 87, 55, 19, 99, 87
51.0925, 55, 19, 99, 87, 55, 19, 99, 87
51.1170, 55, 19, 99, 21, 55, 19, 99, 87
51.3386, 55, 19, 99, 21, 55, 19, 99, 21
51.4696, 55, 19, 99, 21, 55, 19, 99, 21
51.5433, 55, 19, 99, 21, 55, 19, 99, 21
51.7228, 55, 19, 99, 21, 5, 19, 99, 21
51.8194, 5, 19, 99, 21, 5, 19, 99, 21
51.8457, 5, 19, 99, 21, 5, 19, 40, 21
51.9134, 5, 19, 99, 21, 5, 19, 40, 21
51.9312, 5, 19, 40, 21, 5, 19, 40, 21
51.9759, 5, 28, 40, 21, 5, 19, 40, 21
52.0572, 5, 28, 40, 21, 5, 19, 40, 21
52.0771, 5, 28, 40, 67, 5, 19, 40, 21
52.1295, 5, 28, 40, 67, 5, 28, 40, 21
52.3260, 5, 28, 40, 67, 5, 28, 40, 67
52.6541, 5, 28, 40, 67, 5, 28, 40, 67
52.7410, 5, 28, 40, 67, 5, 28, 40, 67
52.8442, 5, 28, 40, 67, 5, 28, 58, 67
52.8467, 5, 28, 40, 67, 24, 28, 58, 67
52.9511, 24, 28, 40, 67, 24, 28, 58, 67
53.0596, 24, 28, 40, 67, 24, 28, 58, 67
53.0693, 24, 28, 58, 67, 24, 28, 58, 67
53.0924, 24, 22, 58, 67, 24, 28, 58, 67
53.1717, 24, 22, 58, 67, 24, 22, 58, 67
53.1730, 24, 22, 58, 67, 24, 22, 58, 67
53.1943, 24, 22, 58, 20, 24, 22, 58, 67
53.2852, 24, 22, 58, 20, 24, 22, 58, 20
53.5828, 24, 22, 58, 20, 24, 22, 58, 20
53.7907, 24, 22, 58, 20, 24, 22, 58, 20
53.8470, 24, 22, 58, 20, 24, 22, 84, 20
53.8600, 24, 22, 58, 20, 30, 22, 84, 20
53.9058, 24, 22, 84, 20, 30, 22, 84, 20
53.9782, 24, 22, 84, 20, 30, 22, 84, 20
53.9863, 24, 22, 84, 72, 30, 22, 84, 20
53.9944, 24, 22, 84, 72, 30, 22, 84, 72
54.0096, 30, 22, 84, 72, 30, 22, 84, 72
54.1105, 30, 22, 84, 72, 30, 22, 84, 72
54.1311, 30, 92, 84, 72, 30, 22, 84, 72
54.1879, 30, 92, 84, 72, 30, 92, 84, 72
54.2922, 30, 92, 84, 72, 30, 92, 84, 72
54.4138, 30, 92, 84, 72, 30, 92, 84, 72
54.5167, 30, 92, 84, 72, 85, 92, 84, 72
54.5812, 85, 92, 84, 72, 85, 92, 84, 72
54.5989, 85, 92, 84, 72, 85, 92, 99, 72
54.6099, 85, 92, 84, 72, 85, 92, 99, 72
54.6182, 85, 22, 84, 72, 85, 92, 99, 72
54.7185, 85, 22, 99, 72, 85, 92, 99, 72
54.7330, 85, 22, 99, 72, 85, 22, 99, 72
54.7748, 85, 22, 99, 72, 85, 22, 99, 72
54.8307, 85, 22, 99, 40, 85, 22, 99, 72
54.9525, 85, 22, 99, 40, 85, 22, 99, 40
55.1594, 85, 22, 99, 40, 85, 22, 99, 40
55.2215, 85, 22, 99, 40, 85, 22, 99, 40
55.4594, 85, 22, 99, 40, 85, 22, 98, 40
55.5302, 85, 22, 99, 40, 24, 22, 98, 40
55.6003, 85, 22, 98, 40, 24, 22, 98, 40
55.6185, 85, 22, 98, 40, 24, 22, 98, 40
55.7164, 85, 22, 98, 40, 24, 22, 98, 90
55.7246, 24, 22, 98, 40, 24, 22, 98, 90
55.8425, 24, 22, 98, 40, 24, 22, 98, 90
55.8809, 24, 90, 98, 40, 24, 22, 98, 90
55.8984, 24, 90, 98, 40, 24, 90, 98, 90
55.9103, 24, 90, 98, 90, 24, 90, 98, 90
56.3949, 24, 90, 98, 90, 24, 90, 98, 90
56.4600, 24, 90, 98, 90, 24, 90, 36, 90
56.4708, 24, 90, 98, 90, 24, 90, 36, 90
56.4737, 24, 90, 36, 90, 24, 90, 36, 90
56.5453, 24, 90, 36, 90, 24, 90, 36, 90
56.5951, 24, 90, 36, 90, 55, 90, 36, 90
56.6536, 24, 90, 36, 90, 55, 90, 36, 32
56.6810, 24, 90, 36, 32, 55, 90, 36, 32
56.8049, 55, 90, 36, 32, 55, 90, 36, 32
56.9129, 55, 90, 36, 32, 55, 90, 36, 32
56.9358, 55, 94, 36, 32, 55, 90, 36, 32
57.1774, 55, 94, 36, 32, 55, 94, 36, 32
57.4400, 55, 94, 36, 32, 55, 94, 36, 32
57.5540, 55, 94, 36, 32, 55, 94, 36, 32
57.7746, 55, 94, 36, 32, 73, 94, 36, 32
57.9034, 73, 94, 36, 32, 73, 94, 36, 32
58.0240, 73, 94, 36, 32, 73, 94, 50, 32
58.0902, 73, 94, 50, 32, 73, 94, 50, 32
58.1646, 73, 94, 50, 32, 73, 94, 50, 32
58.1829, 73, 94, 50, 32, 73, 94, 50, 32
58.1876, 73, 76, 50, 32, 73, 94, 50, 32
58.2635, 73, 76, 50, 32, 73, 94, 50, 55
58.2899, 73, 76, 50, 55, 73, 94, 50, 55
58.3409, 73, 76, 50, 55, 73, 76, 50, 55
58.8046, 73, 76, 50, 55, 73, 76, 50, 55
58.8253, 73, 76, 50, 55, 73, 76, 50, 55
58.8574, 73, 76, 84, 55, 73, 76, 50, 55
58.9571, 73, 76, 84, 55, 93, 76, 50, 55
58.9970, 93, 76, 84, 55, 93, 76, 50, 55
59.0058, 93, 76, 84, 55, 93, 76, 84, 55
59.1668, 93, 76, 84, 55, 93, 76, 84, 55
59.2270, 93, 76, 84, 55, 93, 76, 84, 5
59.2336, 93, 76, 84, 5, 93, 76, 84, 5
59.2653, 93, 76, 84, 5, 93, 76, 84, 5
59.2793, 93, 21, 84, 5, 93, 76, 84, 5
59.4325, 93, 21, 84, 5, 93, 21, 84, 5
59.7554, 93, 21, 84, 5, 93, 21, 84, 5
59.8785, 93, 21, 84, 5, 61, 21, 84, 5
60.0127, 93, 21, 84, 5, 61, 21, 84, 5
60.0188, 61, 21, 84, 5, 61, 21, 84, 5
60.0894, 61, 21, 84, 5, 61, 21, 26, 5
60.2217, 61, 21, 26, 5, 61, 21, 26, 5
60.2423, 61, 21, 26, 5, 61, 21, 26, 5
60.2531, 61, 54, 26, 5, 61, 21, 26, 5
60.2890, 61, 54, 26, 5, 61, 54, 26, 5
60.4366, 61, 54, 26, 5, 61, 54, 26, 5
60.4698, 61, 54, 26, 59, 61, 54, 26, 5
60.5330, 61, 54, 26, 59, 61, 54, 26, 59
60.8012, 61, 54, 26, 59, 61, 54, 26, 59
60.8427, 61, 54, 26, 59, 61, 54, 26, 59
61.1706, 61, 54, 26, 59, 6, 54, 26, 59
61.2849, 6, 54, 26, 59, 6, 54, 26, 59
61.4331, 6, 54, 26, 59, 6, 54, 84, 59
61.5010, 6, 54, 84, 59, 6, 54, 84, 59
61.5585, 6, 54, 84, 59, 6, 54, 84, 59
61.5683, 6, 21, 84, 59, 6, 54, 84, 59
61.9751, 6, 21, 84, 59, 6, 21, 84, 59
61.9873, 6, 21, 84, 59, 6, 21, 84, 59
62.0328, 6, 21, 84, 42, 6, 21, 84, 59
62.1521, 6, 21, 84, 42, 6, 21, 84, 42
62.5137, 6, 21, 84, 42, 6, 21, 84, 42
62.5501, 6, 21, 84, 42, 6, 21, 84, 42
62.7156, 6, 21, 84, 42, 72, 21, 84, 42
62.7973, 6, 21, 84, 42, 72, 21, 58, 42
62.8721, 72, 21, 84, 42, 72, 21, 58, 42
62.9996, 72, 21, 84, 42, 72, 21, 58, 42
63.0035, 72, 21, 58, 42, 72, 21, 58, 42
63.0281, 72, 8, 58, 42, 72, 21, 58, 42
63.1038, 72, 8, 58, 42, 72, 8, 58, 42
63.1318, 72, 8, 58, 42, 72, 8, 58, 42
63.1405, 72, 8, 58, 98, 72, 8, 58, 42
63.2941, 72, 8, 58, 98, 72, 8, 58, 98
63.5701, 72, 8, 58, 98, 72, 8, 58, 98
63.6088, 72, 8, 58, 98, 72, 8, 58, 98
63.7387, 72, 8, 58, 98, 72, 8, 48, 98
63.7759, 72, 8, 58, 98, 33, 8, 48, 98
63.7888, 33, 8, 58, 98, 33, 8, 48, 98
63.8018, 33, 8, 48, 98, 33, 8, 48, 98
63.9384, 33, 8, 48, 98, 33, 8, 48, 98
63.9730, 33, 8, 48, 98, 33, 8, 48, 98
64.0061, 33, 8, 48, 98, 33, 8, 48, 3
64.0076, 33, 33, 48, 98, 33, 8, 48, 3
64.0776, 33, 33, 48, 98, 33, 33, 48, 3
64.1983, 33, 33, 48, 3, 33, 33, 48, 3
64.6227, 33, 33, 48, 3, 33, 33, 48, 3
64.6971, 33, 33, 48, 3, 33, 33, 68, 3
64.8090, 33, 33, 48, 3, 33, 33, 68, 3
64.8270, 33, 33, 68, 3, 33, 33, 68, 3
64.8763, 33, 33, 68, 3, 67, 33, 68, 3
64.9618, 33, 33, 68, 3, 67, 33, 68, 3
64.9708, 67, 33, 68, 3, 67, 33, 68, 3
64.9852, 67, 33, 68, 29, 67, 33, 68, 3
65.0663, 67, 33, 68, 29, 67, 33, 68, 3
65.0878, 67, 46, 68, 29, 67, 33, 68, 3
65.1376, 67, 46, 68, 29, 67, 33, 68, 29
65.1932, 67, 46, 68, 29, 67, 46, 68, 29
65.3927, 67, 46, 68, 29, 67, 46, 68, 29
65.5703, 67, 46, 68, 29, 67, 46, 68, 29
65.8864, 67, 46, 68, 29, 67, 46, 97, 29
65.8871, 67, 46, 68, 29, 90, 46, 97, 29
65.8904, 67, 46, 97, 29, 90, 46, 97, 29
66.0088, 90, 46, 97, 29, 90, 46, 97, 29
66.0618, 90, 46, 97, 29, 90, 46, 97, 29
66.0974, 90, 46, 97, 49, 90, 46, 97, 29
66.1450, 90, 46, 97, 49, 90, 46, 97, 29
66.1692, 90, 3, 97, 49, 90, 46, 97, 29
66.2875, 90, 3, 97, 49, 90, 46, 97, 49
66.3294, 90, 3, 97, 49, 90, 3, 97, 49
66.6447, 90, 3, 97, 49, 90, 3, 97, 49
66.7495, 90, 3, 97, 49, 90, 3, 97, 49
66.7967, 90, 3, 97, 49, 53, 3, 97, 49
66.9082, 90, 3, 97, 49, 53, 3, 86, 49
67.0486, 90, 3, 86, 49, 53, 3, 86, 49
67.0486, 53, 3, 86, 49, 53, 3, 86, 49
67.1592, 53, 3, 86, 49, 53, 3, 86, 49
67.1901, 53, 3, 86, 25, 53, 3, 86, 49
67.3527, 53, 3, 86, 25, 53, 3, 86, 25
67.3662, 53, 3, 86, 25, 53, 3, 86, 25
67.3785, 53, 92, 86, 25, 53, 3, 86, 25
67.3948, 53, 92, 86, 25, 53, 92, 86, 25
67.7131, 53, 92, 86, 25, 53, 92, 86, 25
67.8888, 53, 92, 86, 25, 53, 92, 86, 25
67.9885, 53, 92, 86, 25, 88, 92, 86, 25
68.0948, 88, 92, 86, 25, 88, 92, 86, 25
68.2178, 88, 92, 86, 25, 88, 92, 29, 25
68.2491, 88, 92, 86, 25, 88, 92, 29, 25
68.2811, 88, 57, 86, 25, 88, 92, 29, 25
68.3101, 88, 57, 29, 25, 88, 92, 29, 25
68.4492, 88, 57, 29, 25, 88, 57, 29, 25
68.4746, 88, 57, 29, 25, 88, 57, 29, 25
68.5138, 88, 57, 29, 36, 88, 57, 29, 25
68.7545, 88, 57, 29, 36, 88, 57, 29, 36
69.0343, 88, 57, 29, 36, 88, 57, 29, 36
69.0501, 88, 57, 29, 36, 88, 57, 29, 36
69.3705, 88, 57, 29, 36, 60, 57, 29, 36
69.4408, 60, 57, 29, 36, 60, 57, 29, 36
69.4500, 60, 57, 29, 36, 60, 57, 28, 36
69.5617, 60, 57, 28, 36, 60, 57, 28, 36
69.8821, 60, 57, 28, 36, 60, 57, 28, 36
69.9017, 60, 57, 28, 36, 60, 57, 28, 36
69.9037, 60, 4, 28, 36, 60, 57, 28, 36
69.9153, 60, 4, 28, 27, 60, 57, 28, 36
70.0380, 60, 4, 28, 27, 60, 57, 28, 27
70.1649, 60, 4, 28, 27, 60, 4, 28, 27
70.2837, 60, 4, 28, 27, 60, 4, 28, 27
70.4045, 60, 4, 28, 27, 60, 4, 28, 27
70.4442, 60, 4, 28, 27, 60, 4, 2, 27
70.5112, 60, 4, 28, 27, 97, 4, 2, 27
70.5119, 60, 4, 2, 27, 97, 4, 2, 27
70.6048, 60, 4, 2, 27, 97, 4, 2, 27
70.6233, 97, 4, 2, 27, 97, 4, 2, 27
70.6274, 97, 4, 2, 94, 97, 4, 2, 27
70.6672, 97, 4, 2, 94, 97, 4, 2, 27
70.6776, 97, 99, 2, 94, 97, 4, 2, 27
70.6921, 97, 99, 2, 94, 97, 99, 2, 27
70.7515, 97, 99, 2, 94, 97, 99, 2, 94
71.0932, 97, 99, 2, 94, 97, 99, 2, 94
71.1359, 97, 99, 2, 94, 97, 99, 2, 94
71.1466, 97, 99, 28, 94, 97, 99, 2, 94
71.1778, 97, 99, 28, 94, 97, 99, 28, 94
71.2124, 97, 99, 28, 94, 97, 99, 28, 94
71.2669, 97, 99, 28, 94, 0, 99, 28, 94
71.2829, 97, 99, 28, 94, 0, 99, 28, 3
71.3319, 97, 99, 28, 3, 0, 99, 28, 3
71.3601, 0, 99, 28, 3, 0, 99, 28, 3
71.4635, 0, 99, 28, 3, 0, 99, 28, 3
71.4880, 0, 81, 28, 3, 0, 99, 28, 3
71.5096, 0, 81, 28, 3, 0, 81, 28, 3
71.7861, 0, 81, 28, 3, 0, 81, 28, 3
71.9223, 0, 81, 28, 3, 0, 81, 28, 3
71.9337, 0, 81, 28, 3, 0, 81, 34, 3
71.9345, 51, 81, 28, 3, 0, 81, 34, 3
71.9480, 51, 81, 28, 3, 51, 81, 34, 3
72.0837, 51, 81, 34, 3, 51, 81, 34, 3
72.1540, 51, 81, 34, 3, 51, 81, 34, 3
72.2029, 51, 35, 34, 3, 51, 81, 34, 3
72.2032, 51, 35, 34, 3, 51, 81, 34, 3
72.2289, 51, 35, 34, 39, 51, 81, 34, 3
72.2562, 51, 35, 34, 39, 51, 35, 34, 3
72.3580, 51, 35, 34, 39, 51, 35, 34, 39
72.7048, 51, 35, 34, 39, 51, 35, 34, 39
72.7245, 51, 35, 34, 39, 51, 35, 34, 39
72.8466, 51, 35, 34, 39, 4, 35, 34, 39
72.9419, 4, 35, 34, 39, 4, 35, 34, 39
73.0351, 4, 35, 34, 39, 4, 35, 34, 39
73.0535, 4, 35, 34, 39, 4, 35, 49, 39
73.0624, 4, 29, 34, 39, 4, 35, 49, 39
73.2245, 4, 29, 49, 39, 4, 35, 49, 39
73.2897, 4, 29, 49, 39, 4, 29, 49, 39
73.2938, 4, 29, 49, 39, 4, 29, 49, 39
73.3194, 4, 29, 49, 64, 4, 29, 49, 39
73.3450, 4, 29, 49, 64, 4, 29, 49, 64
73.8676, 4, 29, 49, 64, 4, 29, 49, 64
73.8901, 4, 29, 35, 64, 4, 29, 49, 64
73.9005, 4, 29, 35, 64, 4, 29, 49, 64
73.9142, 4, 29, 35, 64, 4, 29, 35, 64
74.0558, 4, 29, 35, 64, 4, 29, 35, 64
74.1261, 4, 29, 35, 64, 0, 29, 35, 64
74.1537, 4, 29, 35, 64, 0, 29, 35, 77
74.1577, 4, 29, 35, 77, 0, 29, 35, 77
74.1972, 0, 29, 35, 77, 0, 29, 35, 77
74.2606, 0, 29, 35, 77, 0, 29, 35, 77
74.2848, 0, 38, 35, 77, 0, 29, 35, 77
74.3483, 0, 38, 35, 77, 0, 38, 35, 77
74.5972, 0, 38, 35, 77, 0, 38, 35, 77
74.8086, 0, 38, 35, 77, 0, 38, 35, 77
74.8328, 0, 38, 67, 77, 0, 38, 35, 77
74.8801, 0, 38, 67, 77, 92, 38, 35, 77
74.8899, 92, 38, 67, 77, 92, 38, 35, 77
74.9306, 92, 38, 67, 77, 92, 38, 67, 77
75.0275, 92, 38, 67, 77, 92, 38, 67, 77
75.0553, 92, 38, 67, 77, 92, 38, 67, 77
75.0875, 92, 38, 67, 88, 92, 38, 67, 77
75.1388, 92, 38, 67, 88, 92, 95, 67, 77
75.2023, 92, 38, 67, 88, 92, 95, 67, 88
75.2503, 92, 95, 67, 88, 92, 95, 67, 88
75.6565, 92, 95, 67, 88, 92, 95, 67, 88
75.6936, 92, 95, 67, 88, 92, 95, 67, 88
75.7437, 90, 95, 67, 88, 92, 95, 67, 88
75.7661, 90, 95, 67, 88, 92, 95, 40, 88
75.7926, 90, 95, 67, 88, 90, 95, 40, 88
75.9595, 90, 95, 67, 88, 90, 95, 40, 88
75.9824, 90, 95, 40, 88, 90, 95, 40, 88
75.9977, 90, 95, 40, 88, 90, 82, 40, 88
76.0234, 90, 82, 40, 88, 90, 82, 40, 88
76.0638, 90, 82, 40, 88, 90, 82, 40, 88
76.0883, 90, 82, 40, 41, 90, 82, 40, 88
76.1616, 90, 82, 40, 41, 90, 82, 40, 41
76.3790, 90, 82, 40, 41, 90, 82, 40, 41
76.5210, 90, 82, 40, 41, 90, 82, 40, 41
76.5927, 90, 82, 40, 41, 61, 82, 40, 41
76.7508, 61, 82, 40, 41, 61, 82, 40, 41
76.8425, 61, 82, 40, 41, 61, 82, 42, 41
76.8739, 61, 82, 40, 41, 61, 82, 42, 41
76.9000, 61, 60, 40, 41, 61, 82, 42, 41
76.9827, 61, 60, 42, 41, 61, 82, 42, 41
77.0236, 61, 60, 42, 41, 61, 60, 42, 41
77.0380, 61, 60, 42, 41, 61, 60, 42, 41
77.0469, 61, 60, 42, 17, 61, 60, 42, 41
77.0749, 61, 60, 42, 17, 61, 60, 42, 17
77.3738, 61, 60, 42, 17, 61, 60, 42, 17
77.4572, 61, 60, 42, 17, 61, 60, 42, 17
77.4769, 61, 60, 9, 17, 61, 60, 42, 17
77.5266, 61, 60, 9, 17, 61, 60, 42, 17
77.5945, 61, 60, 9, 17, 61, 60, 9, 17
77.5995, 61, 60, 9, 17, 25, 60, 9, 17
77.8177, 25, 60, 9, 17, 25, 60, 9, 17
77.8365, 25, 60, 9, 17, 25, 60, 9, 90
77.9399, 25, 60, 9, 90, 25, 60, 9, 90
78.0127, 25, 60, 9, 90, 25, 60, 9, 90
78.0357, 25, 96, 9, 90, 25, 60, 9, 90
78.1854, 25, 96, 9, 90, 25, 96, 9, 90
78.4914, 25, 96, 9, 90, 25, 96, 9, 90
78.4937, 25, 96, 9, 90, 25, 96, 9, 90
78.5698, 25, 96, 9, 90, 25, 96, 90, 90
78.5849, 25, 96, 9, 90, 24, 96, 90, 90
78.6138, 25, 96, 90, 90, 24, 96, 90, 90
78.7920, 24, 96, 90, 90, 24, 96, 90, 90
78.7982, 24, 96, 90, 90, 24, 96, 90, 90
78.8074, 24, 96, 90, 26, 24, 96, 90, 90
78.9431, 24, 96, 90, 26, 24, 96, 90, 26
78.9616, 24, 96, 90, 26, 24, 96, 90, 26
78.9840, 24, 57, 90, 26, 24, 96, 90, 26
79.0244, 24, 57, 90, 26, 24, 57, 90, 26
79.2420, 24, 57, 90, 26, 24, 57, 90, 26
79.3663, 24, 57, 90, 26, 24, 57, 90, 26
79.3799, 58, 57, 90, 26, 24, 57, 90, 26
79.4207, 58, 57, 90, 26, 58, 57, 90, 26
79.4557, 58, 57, 90, 26, 58, 57, 90, 26
79.5226, 58, 57, 90, 26, 58, 12, 90, 26
79.5452, 58, 12, 90, 26, 58, 12, 90, 26
79.5529, 58, 12, 90, 26, 58, 12, 86, 26
79.5915, 58, 12, 86, 26, 58, 12, 86, 26
79.6951, 58, 12, 86, 26, 58, 12, 86, 26
79.7136, 58, 12, 86, 0, 58, 12, 86, 26
79.7881, 58, 12, 86, 0, 58, 12, 86, 0
80.0368, 58, 12, 86, 0, 58, 12, 86, 0
80.0461, 58, 12, 78, 0, 58, 12, 86, 0
80.0482, 58, 12, 78, 0, 58, 12, 86, 0
80.0958, 58, 12, 78, 0, 16, 12, 86, 0
80.1331, 58, 12, 78, 0, 16, 12, 78, 0
80.1344, 58, 12, 78, 0, 16, 12, 78, 0
80.2661, 16, 12, 78, 0, 16, 12, 78, 0
80.3798, 16, 12, 78, 0, 16, 12, 78, 29
80.4183, 16, 12, 78, 29, 16, 12, 78, 29
80.4332, 16, 12, 78, 29, 16, 12, 78, 29
80.4423, 16, 52, 78, 29, 16, 12, 78, 29
80.6114, 16, 52, 78, 29, 16, 52, 78, 29
80.7993, 16, 52, 78, 29, 16, 52, 78, 29
80.8713, 16, 52, 78, 29, 16, 52, 78, 29
80.9954, 16, 52, 78, 29, 16, 52, 70, 29
81.1290, 16, 52, 70, 29, 16, 52, 70, 29
81.2082, 16, 52, 70, 29, 80, 52, 70, 29
81.2092, 16, 52, 70, 29, 80, 52, 70, 29
81.2469, 16, 52, 70, 51, 80, 52, 70, 29
81.2527, 80, 52, 70, 51, 80, 52, 70, 29
81.3230, 80, 52, 70, 51, 80, 52, 70, 29
81.4009, 80, 52, 70, 51, 80, 31, 70, 29
81.4377, 80, 52, 70, 51, 80, 31, 70, 51
81.4770, 80, 31, 70, 51, 80, 31, 70, 51
81.8893, 80, 31, 70, 51, 80, 31, 70, 51
81.8944, 80, 31, 70, 51, 80, 31, 70, 51
81.8994, 12, 31, 70, 51, 80, 31, 70, 51
81.9137, 12, 31, 70, 51, 12, 31, 70, 51
81.9632, 12, 31, 70, 51, 12, 31, 14, 51
82.0380, 12, 31, 70, 51, 12, 31, 14, 51
82.0967, 12, 31, 14, 51, 12, 31, 14, 51
82.1077, 12, 31, 14, 51, 12, 86, 14, 51
82.1803, 12, 86, 14, 51, 12, 86, 14, 51
82.2230, 12, 86, 14, 51, 12, 86, 14, 51
82.2647, 12, 86, 14, 55, 12, 86, 14, 51
82.3755, 12, 86, 14, 55, 12, 86, 14, 55
82.5562, 12, 86, 14, 55, 12, 86, 14, 55
82.6316, 12, 86, 14, 55, 12, 86, 14, 55
82.7105, 12, 86, 14, 55, 79, 86, 14, 55
82.7744, 79, 86, 14, 55, 79, 86, 14, 55
82.9133, 79, 86, 14, 55, 79, 86, 69, 55
83.0051, 79, 86, 14, 55, 79, 86, 69, 55
83.0605, 79, 10, 14, 55, 79, 86, 69, 55
83.2121, 79, 10, 69, 55, 79, 86, 69, 55
83.2462, 79, 10, 69, 55, 79, 10, 69, 55
83.3073, 79, 10, 69, 55, 79, 10, 69, 55
83.3467, 79, 10, 69, 89, 79, 10, 69, 55
83.3903, 79, 10, 69, 89, 79, 10, 69, 89
83.5741, 79, 10, 69, 89, 79, 10, 69, 89
