Time, C12_R_ch1, C12_R_ch2, C122_R_ch12, C122_R_ch22, P12_W_ch1, P12_W_ch2, P122_W_ch12, P122_W_ch22
354.8381, 78, 37, 26, 78, 78, 37, 26, 78
354.9214, 78, 37, 26, 78, 78, 37, 26, 78
354.9881, 78, 37, 26, 78, 78, 37, 41, 78
355.0851, 78, 37, 26, 78, 84, 37, 41, 78
355.1056, 78, 37, 41, 78, 84, 37, 41, 78
355.1467, 84, 37, 41, 78, 84, 37, 41, 78
355.2242, 84, 37, 41, 78, 84, 37, 41, 78
355.2560, 84, 37, 41, 78, 84, 37, 41, 78
355.3313, 84, 37, 41, 25, 84, 37, 41, 78
355.3358, 84, 37, 41, 25, 84, 37, 41, 25
355.3451, 84, 37, 41, 25, 84, 82, 41, 25
355.3741, 84, 82, 41, 25, 84, 82, 41, 25
355.7042, 84, 82, 41, 25, 84, 82, 41, 25
355.9080, 84, 82, 41, 25, 84, 82, 41, 25
355.9365, 84, 82, 48, 25, 84, 82, 41, 25
356.0363, 84, 82, 48, 25, 84, 82, 41, 25
356.0894, 84, 82, 48, 25, 44, 82, 41, 25
356.1538, 84, 82, 48, 25, 44, 82, 48, 25
356.1766, 44, 82, 48, 25, 44, 82, 48, 25
356.2557, 44, 82, 48, 25, 44, 82, 48, 58
356.2834, 44, 82, 48, 25, 44, 82, 48, 58
356.3357, 44, 82, 48, 58, 44, 82, 48, 58
356.3465, 44, 23, 48, 58, 44, 82, 48, 58
356.3674, 44, 23, 48, 58, 44, 23, 48, 58
356.7731, 44, 23, 48, 58, 44, 23, 48, 58
356.9293, 44, 23, 48, 58, 44, 23, 48, 58
356.9907, 44, 23, 48, 58, 89, 23, 48, 58
357.0158, 89, 23, 48, 58, 89, 23, 48, 58
357.1565, 89, 23, 48, 58, 89, 23, 48, 58
357.1607, 89, 23, 48, 58, 89, 23, 83, 58
357.1629, 89, 44, 48, 58, 89, 23, 83, 58
357.3100, 89, 44, 48, 58, 89, 44, 83, 58
357.3706, 89, 44, 83, 58, 89, 44, 83, 58
357.4413, 89, 44, 83, 58, 89, 44, 83, 58
357.4689, 89, 44, 83, 46, 89, 44, 83, 58
357.5820, 89, 44, 83, 46, 89, 44, 83, 46
357.9035, 89, 44, 83, 46, 89, 44, 83, 46
358.0317, 89, 44, 83, 46, 89, 44, 83, 46
358.1153, 89, 44, 83, 46, 42, 44, 83, 46
358.1415, 42, 44, 83, 46, 42, 44, 83, 46
358.2341, 42, 44, 83, 46, 42, 44, 83, 46
358.2654, 42, 0, 83, 46, 42, 44, 83, 46
358.2813, 42, 0, 83, 46, 42, 44, 50, 46
358.5105, 42, 0, 50, 46, 42, 44, 50, 46
358.5272, 42, 0, 50, 46, 42, 0, 50, 46
358.6503, 42, 0, 50, 46, 42, 0, 50, 46
358.6781, 42, 0, 50, 20, 42, 0, 50, 46
358.7049, 42, 0, 50, 20, 42, 0, 50, 20
358.9036, 42, 0, 50, 20, 42, 0, 50, 20
359.0227, 42, 0, 50, 20, 42, 0, 50, 20
359.1148, 42, 0, 50, 20, 49, 0, 50, 20
359.1834, 42, 0, 50, 20, 49, 0, 37, 20
359.2566, 49, 0, 50, 20, 49, 0, 37, 20
359.4184, 49, 0, 37, 20, 49, 0, 37, 20
359.4233, 49, 0, 37, 20, 49, 0, 37, 20
359.4623, 49, 56, 37, 20, 49, 0, 37, 20
359.5668, 49, 56, 37, 20, 49, 0, 37, 20
359.6043, 49, 56, 37, 42, 49, 0, 37, 20
359.6211, 49, 56, 37, 42, 49, 56, 37, 20
359.7269, 49, 56, 37, 42, 49, 56, 37, 42
359.9259, 49, 56, 37, 42, 49, 56, 37, 42
360.0205, 49, 56, 37, 42, 49, 56, 37, 42
360.1081, 49, 56, 37, 42, 58, 56, 37, 42
360.2193, 58, 56, 37, 42, 58, 56, 37, 42
360.2997, 58, 56, 37, 42, 58, 56, 37, 42
360.3723, 58, 56, 37, 42, 58, 54, 37, 42
360.3958, 58, 56, 37, 42, 58, 54, 9, 42
360.4019, 58, 54, 37, 42, 58, 54, 9, 42
360.4083, 58, 54, 9, 42, 58, 54, 9, 42
360.6112, 58, 54, 9, 42, 58, 54, 9, 42
360.7050, 58, 54, 9, 42, 58, 54, 9, 58
360.7672, 58, 54, 9, 58, 58, 54, 9, 58
361.2388, 58, 54, 9, 58, 58, 54, 9, 58
361.3115, 19, 54, 9, 58, 58, 54, 9, 58
361.3261, 19, 54, 9, 58, 58, 54, 9, 58
361.4097, 19, 54, 9, 58, 58, 54, 9, 58
361.4919, 19, 54, 9, 58, 58, 54, 18, 58
361.5290, 19, 54, 9, 58, 19, 54, 18, 58
361.8811, 19, 54, 9, 58, 19, 16, 18, 58
361.9464, 19, 54, 18, 58, 19, 16, 18, 58
361.9646, 19, 16, 18, 58, 19, 16, 18, 58
362.0125, 19, 16, 18, 58, 19, 16, 18, 58
362.1365, 19, 16, 18, 60, 19, 16, 18, 58
362.1836, 19, 16, 18, 60, 19, 16, 18, 60
362.6230, 19, 16, 18, 60, 19, 16, 18, 60
362.6245, 19, 16, 18, 60, 19, 16, 18, 60
362.8116, 19, 16, 18, 60, 19, 16, 63, 60
362.9572, 19, 16, 63, 60, 19, 16, 63, 60
362.9578, 19, 16, 63, 60, 99, 16, 63, 60
363.0035, 99, 16, 63, 60, 99, 16, 63, 60
363.1651, 99, 16, 63, 60, 99, 16, 63, 60
363.1895, 99, 16, 63, 60, 99, 16, 63, 60
363.1911, 99, 16, 63, 60, 99, 5, 63, 60
363.1986, 99, 5, 63, 60, 99, 5, 63, 60
363.2373, 99, 5, 63, 18, 99, 5, 63, 60
363.2307, 99, 5, 63, 18, 99, 5, 63, 18
363.7388, 99, 5, 63, 18, 99, 5, 63, 18
363.9047, 99, 5, 63, 18, 99, 5, 63, 18
363.9157, 99, 5, 11, 18, 99, 5, 63, 18
363.9552, 99, 5, 11, 18, 99, 5, 11, 18
363.9473, 99, 5, 11, 18, 99, 5, 11, 18
364.1883, 99, 5, 11, 18, 28, 5, 11, 18
364.2392, 99, 5, 11, 18, 28, 5, 11, 29
364.2487, 99, 5, 11, 29, 28, 5, 11, 29
364.2579, 28, 5, 11, 29, 28, 5, 11, 29
364.3425, 28, 5, 11, 29, 28, 5, 11, 29
364.3522, 28, 12, 11, 29, 28, 5, 11, 29
364.3999, 28, 12, 11, 29, 28, 12, 11, 29
364.7761, 28, 12, 11, 29, 28, 12, 11, 29
364.9037, 28, 12, 11, 29, 28, 12, 11, 29
364.9452, 79, 12, 11, 29, 28, 12, 11, 29
365.0777, 79, 12, 11, 29, 28, 12, 11, 29
365.1102, 79, 12, 11, 29, 28, 12, 79, 29
365.1119, 79, 12, 11, 29, 79, 12, 79, 29
365.2084, 79, 12, 11, 29, 79, 83, 79, 29
365.2142, 79, 12, 79, 29, 79, 83, 79, 29
365.2687, 79, 12, 79, 29, 79, 83, 79, 29
365.2747, 79, 83, 79, 29, 79, 83, 79, 29
365.2986, 79, 83, 79, 89, 79, 83, 79, 29
365.5112, 79, 83, 79, 89, 79, 83, 79, 89
365.8599, 79, 83, 79, 89, 79, 83, 79, 89
366.0086, 79, 83, 79, 89, 79, 83, 79, 89
366.0248, 79, 83, 79, 89, 79, 83, 53, 89
366.0358, 80, 83, 79, 89, 79, 83, 53, 89
366.0891, 80, 83, 79, 89, 79, 83, 53, 89
366.0963, 80, 83, 53, 89, 79, 83, 53, 89
366.2107, 80, 83, 53, 89, 80, 83, 53, 89
366.3036, 80, 83, 53, 89, 80, 83, 53, 89
366.3334, 80, 83, 53, 95, 80, 83, 53, 89
366.3420, 80, 83, 53, 95, 80, 24, 53, 89
366.3587, 80, 83, 53, 95, 80, 24, 53, 95
366.5456, 80, 24, 53, 95, 80, 24, 53, 95
366.8407, 80, 24, 53, 95, 80, 24, 53, 95
367.0498, 80, 24, 53, 95, 11, 24, 53, 95
367.0522, 80, 24, 53, 95, 11, 24, 53, 95
367.1459, 80, 24, 53, 95, 11, 24, 43, 95
367.2556, 11, 24, 53, 95, 11, 24, 43, 95
367.2786, 11, 24, 53, 95, 11, 24, 43, 95
367.3017, 11, 14, 53, 95, 11, 24, 43, 95
367.3155, 11, 14, 43, 95, 11, 24, 43, 95
367.3768, 11, 14, 43, 95, 11, 24, 43, 95
367.4210, 11, 14, 43, 26, 11, 24, 43, 95
367.4364, 11, 14, 43, 26, 11, 14, 43, 95
367.4985, 11, 14, 43, 26, 11, 14, 43, 26
367.7778, 11, 14, 43, 26, 11, 14, 43, 26
367.8199, 11, 14, 43, 26, 11, 14, 43, 26
367.9478, 11, 14, 43, 26, 11, 14, 7, 26
367.9977, 11, 14, 7, 26, 11, 14, 7, 26
368.0552, 11, 14, 7, 26, 61, 14, 7, 26
368.0718, 61, 14, 7, 26, 61, 14, 7, 26
368.1938, 61, 14, 7, 26, 61, 14, 7, 26
368.2028, 61, 14, 7, 26, 61, 14, 7, 26
368.2405, 61, 14, 7, 96, 61, 14, 7, 26
368.2460, 61, 18, 7, 96, 61, 14, 7, 26
368.2615, 61, 18, 7, 96, 61, 18, 7, 26
368.5435, 61, 18, 7, 96, 61, 18, 7, 96
368.8216, 61, 18, 7, 96, 61, 18, 7, 96
368.9456, 61, 18, 7, 96, 61, 18, 7, 96
368.9583, 61, 18, 7, 96, 61, 18, 63, 96
369.0123, 61, 18, 63, 96, 61, 18, 63, 96
369.0946, 61, 18, 63, 96, 61, 18, 63, 96
369.1339, 61, 18, 63, 96, 86, 18, 63, 96
369.1671, 61, 18, 63, 96, 86, 18, 63, 10
369.1694, 86, 18, 63, 96, 86, 18, 63, 10
369.2941, 86, 18, 63, 10, 86, 18, 63, 10
369.4192, 86, 18, 63, 10, 86, 18, 63, 10
369.4490, 86, 94, 63, 10, 86, 18, 63, 10
369.5430, 86, 94, 63, 10, 86, 94, 63, 10
369.8328, 86, 94, 63, 10, 86, 94, 63, 10
369.9827, 86, 94, 63, 10, 86, 94, 63, 10
370.0719, 86, 94, 63, 10, 86, 94, 83, 10
370.0798, 86, 94, 63, 10, 82, 94, 83, 10
370.1101, 82, 94, 63, 10, 82, 94, 83, 10
370.1362, 82, 94, 83, 10, 82, 94, 83, 10
370.2635, 82, 94, 83, 10, 82, 94, 83, 10
370.2884, 82, 37, 83, 10, 82, 94, 83, 10
370.3068, 82, 37, 83, 10, 82, 94, 83, 10
370.3151, 82, 37, 83, 58, 82, 94, 83, 10
370.3547, 82, 37, 83, 58, 82, 37, 83, 10
370.4448, 82, 37, 83, 58, 82, 37, 83, 58
370.6978, 82, 37, 83, 58, 82, 37, 83, 58
370.8633, 82, 37, 83, 58, 82, 37, 83, 58
370.8925, 82, 37, 17, 58, 82, 37, 83, 58
370.9613, 82, 37, 17, 58, 82, 37, 17, 58
370.9847, 82, 37, 17, 58, 98, 37, 17, 58
371.0147, 82, 37, 17, 58, 98, 37, 17, 58
371.0886, 98, 37, 17, 58, 98, 37, 17, 58
371.1143, 98, 37, 17, 58, 98, 37, 17, 14
371.1411, 98, 37, 17, 14, 98, 37, 17, 14
371.1557, 98, 37, 17, 14, 98, 37, 17, 14
371.1626, 98, 80, 17, 14, 98, 37, 17, 14
371.2959, 98, 80, 17, 14, 98, 80, 17, 14
371.4646, 98, 80, 17, 14, 98, 80, 17, 14
371.5672, 98, 80, 17, 14, 98, 80, 17, 14
371.7522, 98, 80, 17, 14, 98, 80, 64, 14
371.8168, 98, 80, 64, 14, 98, 80, 64, 14
371.8944, 98, 80, 64, 14, 35, 80, 64, 14
371.9192, 98, 80, 64, 14, 35, 80, 64, 14
371.9288, 35, 80, 64, 14, 35, 80, 64, 14
371.9297, 35, 80, 64, 38, 35, 80, 64, 14
372.0736, 35, 80, 64, 38, 35, 80, 64, 38
372.1043, 35, 80, 64, 38, 35, 80, 64, 38
372.1277, 35, 23, 64, 38, 35, 80, 64, 38
372.1863, 35, 23, 64, 38, 35, 23, 64, 38
372.4559, 35, 23, 64, 38, 35, 23, 64, 38
372.4867, 35, 23, 64, 38, 35, 23, 64, 38
372.5233, 35, 23, 9, 38, 35, 23, 64, 38
372.5562, 35, 23, 9, 38, 35, 23, 9, 38
372.6513, 35, 23, 9, 38, 35, 23, 9, 38
372.6744, 35, 23, 9, 38, 25, 23, 9, 38
372.7050, 25, 23, 9, 38, 25, 23, 9, 38
372.7458, 25, 23, 9, 38, 25, 23, 9, 45
372.8178, 25, 23, 9, 45, 25, 23, 9, 45
372.8636, 25, 23, 9, 45, 25, 23, 9, 45
372.8983, 25, 24, 9, 45, 25, 23, 9, 45
372.9612, 25, 24, 9, 45, 25, 24, 9, 45
373.2098, 25, 24, 9, 45, 25, 24, 9, 45
373.3189, 25, 24, 9, 45, 25, 24, 9, 45
373.3454, 25, 24, 2, 45, 25, 24, 9, 45
373.3753, 25, 24, 2, 45, 6, 24, 9, 45
373.4527, 25, 24, 2, 45, 6, 24, 9, 45
373.4640, 25, 24, 2, 45, 6, 24, 2, 45
373.5241, 6, 24, 2, 45, 6, 24, 2, 45
373.5708, 6, 24, 2, 45, 6, 24, 2, 80
373.6206, 6, 24, 2, 80, 6, 24, 2, 80
373.6313, 6, 24, 2, 80, 6, 24, 2, 80
373.8738, 6, 85, 2, 80, 6, 24, 2, 80
374.0125, 6, 85, 2, 80, 6, 85, 2, 80
374.1864, 6, 85, 2, 80, 6, 85, 2, 80
374.3121, 6, 85, 2, 80, 6, 85, 2, 80
374.3185, 6, 85, 2, 80, 6, 85, 44, 80
374.4571, 6, 85, 44, 80, 6, 85, 44, 80
374.4670, 6, 85, 44, 80, 88, 85, 44, 80
374.5648, 88, 85, 44, 80, 88, 85, 44, 80
374.5784, 88, 85, 44, 80, 88, 85, 44, 80
374.5878, 88, 85, 44, 56, 88, 85, 44, 80
374.6960, 88, 85, 44, 56, 88, 85, 44, 56
374.6965, 88, 85, 44, 56, 88, 85, 44, 56
374.7157, 88, 61, 44, 56, 88, 85, 44, 56
374.7305, 88, 61, 44, 56, 88, 61, 44, 56
374.9294, 88, 61, 44, 56, 88, 61, 44, 56
375.0020, 88, 61, 44, 56, 88, 61, 44, 56
375.1373, 88, 61, 44, 56, 79, 61, 44, 56
375.1441, 88, 61, 44, 56, 79, 61, 2, 56
375.3084, 88, 61, 2, 56, 79, 61, 2, 56
375.3094, 79, 61, 2, 56, 79, 61, 2, 56
375.3923, 79, 61, 2, 56, 79, 61, 2, 56
375.3944, 79, 61, 2, 56, 79, 61, 2, 56
375.4148, 79, 61, 2, 48, 79, 61, 2, 56
375.4169, 79, 18, 2, 48, 79, 61, 2, 56
375.5163, 79, 18, 2, 48, 79, 61, 2, 48
375.6101, 79, 18, 2, 48, 79, 18, 2, 48
375.8449, 79, 18, 2, 48, 79, 18, 2, 48
375.8562, 79, 18, 2, 48, 79, 18, 2, 48
375.9746, 79, 18, 2, 48, 79, 18, 50, 48
376.1343, 79, 18, 2, 48, 84, 18, 50, 48
376.1437, 84, 18, 2, 48, 84, 18, 50, 48
376.2101, 84, 18, 50, 48, 84, 18, 50, 48
376.2259, 84, 18, 50, 48, 84, 18, 50, 48
376.2625, 84, 18, 50, 48, 84, 18, 50, 48
376.2774, 84, 18, 50, 48, 84, 59, 50, 48
376.2715, 84, 18, 50, 42, 84, 59, 50, 48
376.3176, 84, 59, 50, 42, 84, 59, 50, 48
376.3360, 84, 59, 50, 42, 84, 59, 50, 42
376.8469, 84, 59, 50, 42, 84, 59, 50, 42
376.9672, 84, 59, 50, 42, 84, 59, 50, 42
377.0548, 84, 59, 50, 42, 96, 59, 50, 42
377.2061, 84, 59, 50, 42, 96, 59, 6, 42
377.2549, 96, 59, 50, 42, 96, 59, 6, 42
377.2691, 96, 59, 6, 42, 96, 59, 6, 42
377.3303, 96, 59, 6, 42, 96, 59, 6, 42
377.3393, 96, 24, 6, 42, 96, 59, 6, 42
377.3555, 96, 24, 6, 42, 96, 59, 6, 42
377.3955, 96, 24, 6, 98, 96, 59, 6, 42
377.4486, 96, 24, 6, 98, 96, 24, 6, 42
377.5455, 96, 24, 6, 98, 96, 24, 6, 98
378.0560, 96, 24, 6, 98, 96, 24, 6, 98
378.1344, 96, 24, 6, 98, 96, 24, 6, 98
378.2171, 96, 24, 6, 98, 47, 24, 6, 98
378.4293, 96, 24, 6, 98, 47, 24, 62, 98
378.4468, 47, 24, 6, 98, 47, 24, 62, 98
378.4651, 47, 24, 6, 98, 47, 24, 62, 98
378.4856, 47, 24, 6, 98, 47, 54, 62, 98
378.4997, 47, 54, 6, 98, 47, 54, 62, 98
378.6077, 47, 54, 62, 98, 47, 54, 62, 98
378.7194, 47, 54, 62, 98, 47, 54, 62, 98
378.7282, 47, 54, 62, 44, 47, 54, 62, 98
378.7666, 47, 54, 62, 44, 47, 54, 62, 44
378.9354, 47, 54, 62, 44, 47, 54, 62, 44
379.1028, 47, 54, 62, 44, 47, 54, 62, 44
379.2368, 47, 54, 62, 44, 47, 54, 32, 44
379.2405, 47, 54, 62, 44, 51, 54, 32, 44
379.3690, 51, 54, 62, 44, 51, 54, 32, 44
379.4478, 51, 54, 32, 44, 51, 54, 32, 44
379.5071, 51, 54, 32, 44, 51, 54, 32, 44
379.5166, 51, 54, 32, 40, 51, 54, 32, 44
379.5299, 51, 54, 32, 40, 51, 54, 32, 44
379.5536, 51, 86, 32, 40, 51, 54, 32, 44
379.6119, 51, 86, 32, 40, 51, 54, 32, 40
379.7465, 51, 86, 32, 40, 51, 86, 32, 40
379.8818, 51, 86, 32, 40, 51, 86, 32, 40
380.0148, 51, 86, 32, 40, 51, 86, 32, 40
380.0510, 51, 86, 32, 40, 51, 86, 46, 40
380.0920, 51, 86, 32, 40, 89, 86, 46, 40
380.2500, 51, 86, 46, 40, 89, 86, 46, 40
380.3432, 51, 86, 46, 40, 89, 86, 46, 40
380.3642, 89, 86, 46, 40, 89, 86, 46, 40
380.3820, 89, 86, 46, 39, 89, 86, 46, 40
380.4557, 89, 86, 46, 39, 89, 86, 46, 39
380.6471, 89, 86, 46, 39, 89, 86, 46, 39
380.6687, 89, 89, 46, 39, 89, 86, 46, 39
380.7790, 89, 89, 46, 39, 89, 89, 46, 39
381.1453, 89, 89, 46, 39, 89, 89, 46, 39
381.1682, 72, 89, 46, 39, 89, 89, 46, 39
381.1695, 72, 89, 46, 39, 72, 89, 46, 39
381.1379, 72, 89, 46, 39, 72, 89, 46, 39
381.1825, 72, 89, 86, 39, 72, 89, 46, 39
381.2107, 72, 89, 86, 39, 72, 89, 46, 39
381.3382, 72, 89, 86, 39, 72, 89, 86, 39
381.3435, 72, 89, 86, 39, 72, 89, 86, 39
381.3522, 72, 43, 86, 39, 72, 89, 86, 39
381.3794, 72, 43, 86, 39, 72, 89, 86, 68
381.4078, 72, 43, 86, 39, 72, 43, 86, 68
381.4562, 72, 43, 86, 68, 72, 43, 86, 68
381.9278, 72, 43, 86, 68, 72, 43, 86, 68
382.0652, 72, 43, 86, 68, 72, 43, 86, 68
382.0788, 72, 43, 86, 68, 72, 43, 76, 68
382.1016, 72, 43, 76, 68, 72, 43, 76, 68
382.1943, 72, 43, 76, 68, 53, 43, 76, 68
382.3221, 72, 43, 76, 68, 53, 43, 76, 68
382.3644, 72, 43, 76, 57, 53, 43, 76, 68
382.4076, 53, 43, 76, 57, 53, 43, 76, 68
382.5543, 53, 43, 76, 57, 53, 43, 76, 57
382.5685, 53, 43, 76, 57, 53, 43, 76, 57
382.6165, 53, 75, 76, 57, 53, 43, 76, 57
382.6684, 53, 75, 76, 57, 53, 75, 76, 57
383.0760, 53, 75, 76, 57, 53, 75, 76, 57
383.1478, 53, 75, 76, 57, 53, 75, 76, 57
383.2501, 53, 75, 76, 57, 53, 75, 25, 57
383.4840, 53, 75, 76, 57, 77, 75, 25, 57
383.5680, 77, 75, 76, 57, 77, 75, 25, 57
383.7998, 77, 75, 25, 57, 77, 75, 25, 57
383.8697, 77, 75, 25, 57, 77, 75, 25, 57
383.8728, 77, 75, 25, 57, 77, 75, 25, 57
383.8821, 77, 75, 25, 69, 77, 75, 25, 57
383.9837, 77, 9, 25, 69, 77, 75, 25, 57
384.5945, 77, 9, 25, 69, 77, 9, 25, 57
384.6826, 77, 9, 25, 69, 77, 9, 25, 69
385.1525, 77, 9, 25, 69, 77, 9, 25, 69
385.2384, 77, 9, 25, 69, 77, 9, 25, 69
385.3470, 77, 9, 25, 69, 32, 9, 25, 69
385.3926, 32, 9, 25, 69, 32, 9, 25, 69
385.5305, 32, 9, 25, 69, 32, 9, 0, 69
385.5722, 32, 9, 0, 69, 32, 9, 0, 69
385.7363, 32, 9, 0, 69, 32, 9, 0, 69
385.8289, 32, 9, 0, 69, 32, 31, 0, 69
385.9132, 32, 9, 0, 69, 32, 31, 0, 69
385.9246, 32, 9, 0, 22, 32, 31, 0, 69
385.9390, 32, 31, 0, 22, 32, 31, 0, 69
386.0659, 32, 31, 0, 22, 32, 31, 0, 22
386.2919, 32, 31, 0, 22, 32, 31, 0, 22
386.5382, 32, 31, 0, 22, 32, 31, 0, 22
386.5624, 56, 31, 0, 22, 32, 31, 0, 22
386.6165, 56, 31, 0, 22, 56, 31, 0, 22
386.6323, 56, 31, 0, 22, 56, 31, 64, 22
386.6661, 56, 31, 0, 22, 56, 31, 64, 22
386.8073, 56, 31, 64, 22, 56, 31, 64, 22
386.8196, 56, 31, 64, 22, 56, 29, 64, 22
386.8849, 56, 29, 64, 22, 56, 29, 64, 22
386.9103, 56, 29, 64, 22, 56, 29, 64, 22
386.9518, 56, 29, 64, 28, 56, 29, 64, 22
387.1991, 56, 29, 64, 28, 56, 29, 64, 28
387.6061, 56, 29, 64, 28, 56, 29, 64, 28
387.6662, 56, 29, 64, 28, 56, 29, 64, 28
387.7934, 56, 29, 64, 28, 44, 29, 64, 28
387.8026, 56, 29, 64, 28, 44, 29, 18, 28
387.9467, 56, 29, 18, 28, 44, 29, 18, 28
387.9723, 56, 29, 18, 28, 44, 29, 18, 28
387.9935, 44, 29, 18, 28, 44, 29, 18, 28
387.9960, 44, 29, 18, 72, 44, 29, 18, 28
388.0156, 44, 29, 18, 72, 44, 29, 18, 72
388.1414, 44, 29, 18, 72, 44, 29, 18, 72
388.1721, 44, 94, 18, 72, 44, 29, 18, 72
388.3189, 44, 94, 18, 72, 44, 94, 18, 72
388.6158, 44, 94, 18, 72, 44, 94, 18, 72
388.6497, 44, 94, 18, 72, 44, 94, 18, 72
388.7895, 44, 94, 18, 72, 44, 94, 67, 72
388.9044, 44, 94, 67, 72, 44, 94, 67, 72
389.0445, 44, 94, 67, 72, 44, 94, 67, 72
389.0782, 44, 94, 67, 39, 44, 94, 67, 72
389.0915, 44, 94, 67, 39, 19, 94, 67, 72
389.1946, 19, 94, 67, 39, 19, 94, 67, 72
389.2210, 19, 94, 67, 39, 19, 94, 67, 39
389.4350, 19, 94, 67, 39, 19, 94, 67, 39
389.4525, 19, 93, 67, 39, 19, 94, 67, 39
389.4762, 19, 93, 67, 39, 19, 93, 67, 39
390.2065, 19, 93, 67, 39, 19, 93, 67, 39
390.2209, 19, 93, 70, 39, 19, 93, 67, 39
390.2243, 19, 93, 70, 39, 19, 93, 70, 39
390.3348, 19, 93, 70, 39, 19, 93, 70, 39
390.3459, 50, 93, 70, 39, 19, 93, 70, 39
390.4699, 50, 93, 70, 39, 19, 93, 70, 39
390.5058, 50, 93, 70, 28, 19, 93, 70, 39
390.5671, 50, 93, 70, 28, 50, 93, 70, 39
390.6722, 50, 93, 70, 28, 50, 93, 70, 39
390.7906, 50, 93, 70, 28, 50, 93, 70, 28
390.8972, 50, 93, 70, 28, 50, 55, 70, 28
390.9574, 50, 55, 70, 28, 50, 55, 70, 28
391.3326, 50, 55, 70, 28, 50, 55, 70, 28
391.4053, 50, 55, 70, 28, 50, 55, 70, 28
391.5277, 50, 55, 70, 28, 50, 55, 31, 28
391.6409, 50, 55, 31, 28, 50, 55, 31, 28
391.7301, 50, 55, 31, 28, 48, 55, 31, 28
391.7547, 50, 55, 31, 28, 48, 55, 31, 28
391.7630, 50, 55, 31, 42, 48, 55, 31, 28
391.7821, 48, 55, 31, 42, 48, 55, 31, 28
391.8189, 48, 55, 31, 42, 48, 55, 31, 28
391.9555, 48, 55, 31, 42, 48, 55, 31, 42
391.9758, 48, 55, 31, 42, 48, 88, 31, 42
392.0143, 48, 88, 31, 42, 48, 88, 31, 42
392.2873, 48, 88, 31, 42, 48, 88, 31, 42
392.4110, 48, 88, 31, 42, 48, 88, 31, 42
392.5112, 48, 88, 31, 42, 48, 88, 54, 42
392.6683, 48, 88, 54, 42, 48, 88, 54, 42
392.7501, 48, 88, 54, 42, 48, 88, 54, 42
392.7970, 48, 88, 54, 8, 48, 88, 54, 42
392.8184, 48, 88, 54, 8, 48, 88, 54, 8
392.9089, 48, 88, 54, 8, 69, 88, 54, 8
392.9505, 69, 88, 54, 8, 69, 88, 54, 8
393.0311, 69, 88, 54, 8, 69, 88, 54, 8
393.1000, 69, 88, 54, 8, 69, 98, 54, 8
393.1635, 69, 98, 54, 8, 69, 98, 54, 8
393.4341, 69, 98, 54, 8, 69, 98, 54, 8
393.6241, 69, 98, 54, 8, 69, 98, 54, 8
393.8118, 69, 98, 7, 8, 69, 98, 54, 8
393.8211, 69, 98, 7, 8, 69, 98, 54, 8
393.8540, 69, 98, 7, 8, 69, 98, 7, 8
393.8983, 69, 98, 7, 8, 69, 98, 7, 8
393.9043, 69, 98, 7, 8, 69, 98, 7, 8
394.0034, 69, 98, 7, 8, 69, 98, 7, 8
394.0201, 69, 98, 7, 8, 69, 98, 7, 11
394.0258, 69, 26, 7, 8, 69, 98, 7, 11
394.1239, 69, 26, 7, 11, 69, 98, 7, 11
394.1342, 69, 26, 7, 11, 69, 26, 7, 11
394.3552, 69, 26, 7, 11, 69, 26, 7, 11
394.4334, 69, 26, 7, 11, 69, 26, 7, 11
394.5193, 69, 26, 7, 11, 64, 26, 7, 11
394.6892, 64, 26, 7, 11, 64, 26, 7, 11
394.7045, 64, 26, 7, 11, 64, 26, 26, 11
394.7423, 64, 26, 26, 11, 64, 26, 26, 11
394.7716, 64, 26, 26, 11, 64, 26, 26, 11
394.8121, 64, 26, 26, 11, 64, 26, 26, 86
394.8208, 64, 26, 26, 86, 64, 26, 26, 86
394.8662, 64, 26, 26, 86, 64, 26, 26, 86
394.8745, 64, 88, 26, 86, 64, 26, 26, 86
394.9567, 64, 88, 26, 86, 64, 88, 26, 86
395.2469, 64, 88, 26, 86, 64, 88, 26, 86
395.4484, 64, 88, 26, 86, 27, 88, 26, 86
395.4693, 64, 88, 26, 86, 27, 88, 26, 86
395.5538, 27, 88, 26, 86, 27, 88, 26, 86
395.6059, 27, 88, 26, 86, 27, 88, 22, 86
395.7066, 27, 88, 22, 86, 27, 88, 22, 86
395.7464, 27, 88, 22, 86, 27, 88, 22, 86
395.7999, 27, 78, 22, 86, 27, 88, 22, 86
395.8653, 27, 78, 22, 86, 27, 88, 22, 86
395.8728, 27, 78, 22, 59, 27, 88, 22, 86
395.8902, 27, 78, 22, 59, 27, 78, 22, 86
395.9734, 27, 78, 22, 59, 27, 78, 22, 59
396.2479, 27, 78, 22, 59, 27, 78, 22, 59
396.4067, 27, 78, 22, 59, 27, 78, 22, 59
396.4290, 67, 78, 22, 59, 27, 78, 22, 59
396.4325, 67, 78, 22, 59, 27, 78, 4, 59
396.5682, 67, 78, 22, 59, 67, 78, 4, 59
396.5759, 67, 78, 4, 59, 67, 78, 4, 59
396.5758, 67, 78, 4, 59, 67, 78, 4, 59
396.7447, 67, 78, 4, 59, 67, 78, 4, 59
396.8308, 67, 78, 4, 59, 67, 58, 4, 59
396.8354, 67, 78, 4, 59, 67, 58, 4, 23
396.9168, 67, 58, 4, 59, 67, 58, 4, 23
396.9386, 67, 58, 4, 23, 67, 58, 4, 23
